word sentid sentpos wlen surp entropy entred
no 79 7 2 10.755874633789062 9.115584373474121 0.5446357727050781
circumstances 79 8 13 14.250905990600586 12.131548881530762 0
resort 79 9 6 17.055213928222656 8.593193054199219 3.538355827331543
to 79 10 2 5.066779136657715 8.486628532409668 0.10656452178955078
the 79 11 3 2.5243682861328125 9.544013977050781 0
use 79 12 3 9.553160667419434 11.79284381866455 0
of 79 13 2 2.890136241912842 8.568904876708984 3.2239389419555664
such 79 14 4 10.469429969787598 9.009154319763184 0
weapons 79 15 7 13.522308349609375 10.623697280883789 0
unless 79 16 6 15.164310455322266 8.173874855041504 2.449822425842285
they 79 17 4 8.919633865356445 9.378896713256836 0
are 79 18 3 5.181051731109619 9.744786262512207 0
first 79 19 5 8.454924583435059 9.9504976272583 0
used 79 20 4 7.382391929626465 8.959400177001953 0.9910974502563477
by 79 21 2 3.2452399730682373 4.991260528564453 3.9681396484375
our 79 22 3 11.366962432861328 8.820247650146484 0
<unk> 79 23 5 4.9950761795043945 12.035715103149414 0
The 79 24 3 12.115748405456543 7.647548675537109 4.388166427612305
following 79 25 9 7.236958980560303 11.739739418029785 0
month 79 26 5 7.780344009399414 9.639838218688965 2.0999011993408203
the 79 27 3 7.700267791748047 7.7484822273254395 1.8913559913635254
invasion 79 28 8 11.334246635437012 11.547554969787598 0
of 79 29 2 2.7713167667388916 7.262019634246826 4.2855353355407715
Italy 79 30 5 12.290939331054688 8.739106178283691 0
was 79 31 3 7.858288288116455 7.208323955535889 1.5307822227478027
<unk> 79 32 5 5.531445503234863 10.149953842163086 0
and 79 33 3 4.176742076873779 6.11453104019165 4.0354228019714355
Roosevelt 79 34 9 17.167179107666016 10.787400245666504 0
gave 79 35 4 12.166388511657715 9.579983711242676 1.2074165344238281
effect 79 36 6 13.707902908325195 9.827125549316406 0
to 79 37 2 4.5970377922058105 7.409358024597168 2.4177675247192383
his 79 38 3 5.8013739585876465 9.52892017364502 0
warning 79 39 7 14.446636199951172 12.055902481079102 0
by 79 40 2 6.353982448577881 8.707913398742676 3.347989082336426
<unk> 79 41 5 5.032310962677002 9.143745422363281 0
to 79 42 2 5.197284698486328 7.8010029792785645 1.3427424430847168
the 79 43 3 2.6628010272979736 9.731842994689941 0
<unk> 79 44 5 4.9695892333984375 11.800210952758789 0
of 79 45 2 2.9364359378814697 7.778162956237793 4.022047996520996
poison 79 46 6 18.465011596679688 8.705451011657715 0
gas 79 47 3 15.20697021484375 6.842043876647949 1.8634071350097656
in 79 48 2 4.659277439117432 6.169878959655762 0.6721649169921875
southern 79 49 8 11.224660873413086 8.894791603088379 0
<unk> 79 50 5 4.735224723815918 12.404946327209473 0
<unk> 80 0 5 3.887239933013916 11.105680465698242 0
was 80 1 3 5.715879440307617 8.904792785644531 2.200887680053711
chosen 80 2 6 10.479842185974121 10.201495170593262 0
as 80 3 2 5.948444366455078 8.887999534606934 1.3134956359863281
a 80 4 1 2.744450807571411 8.321989059448242 0.5660104751586914
<unk> 80 5 5 4.823177337646484 11.735633850097656 0
not 80 6 3 11.580921173095703 9.676016807556152 2.059617042541504
only 80 7 4 8.362013816833496 10.073033332824707 0
for 80 8 3 6.387028217315674 9.718347549438477 0.35468578338623047
its 80 9 3 7.111233711242676 8.827118873596191 0.8912286758422852
<unk> 80 10 5 4.973616123199463 11.928631782531738 0
<unk> 80 11 5 5.738808631896973 7.361860275268555 4.566771507263184
but 80 12 3 9.345071792602539 7.340385913848877 0.021474361419677734
because 80 13 7 10.440256118774414 9.682271003723145 0
of 80 14 2 5.645769119262695 10.017311096191406 0
its 80 15 3 6.977027416229248 9.011363983154297 1.0059471130371094
proximity 80 16 9 12.824860572814941 11.908612251281738 0
to 80 17 2 5.183269500732422 9.671416282653809 2.2371959686279297
<unk> 80 18 5 5.111575603485107 10.147804260253906 0
Any 81 0 3 13.993746757507324 11.105680465698242 0
retaliatory 81 1 11 19.2918643951416 8.905390739440918 2.200289726257324
gas 81 2 3 14.921862602233887 8.512792587280273 0.39259815216064453
attack 81 3 6 13.763321876525879 8.456811904907227 0.055980682373046875
would 81 4 5 9.336997985839844 8.305502891540527 0.15130901336669922
be 81 5 2 2.391602039337158 8.192931175231934 0.11257171630859375
<unk> 81 6 5 5.7165327072143555 9.96203899383545 0
It 82 0 2 7.874597549438477 11.105680465698242 0
would 82 1 5 6.323634147644043 7.17270040512085 3.9329800605773926
be 82 2 2 2.1421561241149902 7.814419746398926 0
made 82 3 4 7.429342269897461 9.989469528198242 0
in 82 4 2 4.263289451599121 9.032204627990723 0.9572649002075195
three 82 5 5 8.516188621520996 9.143589973449707 0
waves 82 6 5 16.938610076904297 9.094740867614746 0.04884910583496094
-- 82 7 2 19.25001335144043 9.251386642456055 0
the 82 8 3 3.6027700901031494 9.364405632019043 0
first 82 9 5 6.092447757720947 11.759759902954102 0
to 82 10 2 7.410839557647705 11.553889274597168 0.2058706283569336
lay 82 11 3 12.086231231689453 10.35400676727295 1.1998825073242188
down 82 12 4 9.730640411376953 9.208030700683594 1.1459760665893555
a 82 13 1 5.717532634735107 9.069622993469238 0.13840770721435547
<unk> 82 14 5 4.540978908538818 11.663458824157715 0
the 82 15 3 8.284655570983887 9.509964942932129 2.153493881225586
second 82 16 6 8.156393051147461 11.296972274780273 0
to 82 17 2 7.592862606048584 11.612619400024414 0
drop 82 18 4 10.548239707946777 10.467748641967773 1.1448707580566406
the 82 19 3 3.1884026527404785 9.036041259765625 1.4317073822021484
gas 82 20 3 12.980196952819824 11.70484733581543 0
<unk> 82 21 5 6.484135150909424 7.843578815460205 3.8612685203552246
the 82 22 3 9.17031192779541 7.2681145668029785 0.5754642486572266
third 82 23 5 8.916924476623535 11.638151168823242 0
to 82 24 2 5.93306303024292 10.50373649597168 1.1344146728515625
shower 82 25 6 17.94501495361328 10.23950481414795 0.26423168182373047
<unk> 82 26 5 6.032634258270264 8.185574531555176 2.0539302825927734
which 82 27 5 9.718746185302734 7.077738285064697 1.1078362464904785
would 82 28 5 7.732390880584717 9.781719207763672 0
burn 82 29 4 15.983794212341309 8.176729202270508 1.604990005493164
everything 82 30 10 14.561933517456055 9.61774730682373 0
<unk> 82 31 5 6.281573295593262 8.76034164428711 0.8574056625366211
So 83 0 2 12.089109420776367 11.105679512023926 0
the 83 1 3 3.9263315200805664 9.936086654663086 1.1695928573608398
<unk> 83 2 5 5.0045270919799805 11.757256507873535 0
cargo 83 3 5 16.121532440185547 8.9038667678833 2.8533897399902344
went 83 4 4 11.430636405944824 8.553442001342773 0.35042476654052734
into 83 5 4 8.179749488830566 9.342231750488281 0
the 83 6 3 1.9753081798553467 8.980554580688477 0.3616771697998047
hole 83 7 4 16.602144241333008 11.663076400756836 0
of 83 8 2 2.850454807281494 7.940041542053223 3.7230348587036133
the 83 9 3 1.9569034576416016 9.001627922058105 0
John 83 10 4 13.137170791625977 11.655688285827637 0
<unk> 83 11 5 6.17756986618042 8.300323486328125 3.3553647994995117
A 84 0 1 7.629254341125488 11.105679512023926 0
detachment 84 1 10 15.804479598999023 11.978654861450195 0
of 84 2 2 3.1068618297576904 9.029108047485352 2.9495468139648438
six 84 3 3 10.022729873657227 9.257501602172852 0
men 84 4 3 11.090865135192871 10.480180740356445 0
from 84 5 4 6.887572288513184 9.546833992004395 0.9333467483520508
the 84 6 3 1.962319254875183 9.020183563232422 0.5266504287719727
<unk> 84 7 5 4.889350891113281 11.684212684631348 0
Chemical 84 8 8 19.272197723388672 8.489344596862793 3.1948680877685547
Maintenance 84 9 11 21.761112213134766 7.950015544891357 0.5393290519714355
Company 84 10 7 10.960806846618652 7.734879016876221 0.21513652801513672
under 84 11 5 10.218214988708496 7.923290252685547 0
First 84 12 5 14.292988777160645 8.97431468963623 0
Lt. 84 13 3 18.169429779052734 9.56677532196045 0
Howard 85 0 6 12.204628944396973 11.105680465698242 0
D. 85 1 2 13.84009075164795 9.29831314086914 1.8073673248291016
<unk> 85 2 5 5.910874366760254 9.365701675415039 0
went 85 3 4 11.755736351013184 8.694393157958984 0.6713085174560547
<unk> 85 4 5 5.525710105895996 8.522231101989746 0.17216205596923828
followed 85 5 8 12.28265380859375 8.337868690490723 0.18436241149902344
by 85 6 2 6.361166477203369 9.79301929473877 0
Lt. 85 7 3 18.243221282958984 9.127720832824707 0.6652984619140625
Thomas 86 0 6 10.340519905090332 11.105680465698242 0
H. 86 1 2 13.930981636047363 9.90475845336914 1.2009220123291016
<unk> 86 2 5 5.871756076812744 9.873774528503418 0.030983924865722656
the 86 3 3 5.4720540046691895 8.77783203125 1.095942497253418
<unk> 86 4 5 4.868168830871582 11.795169830322266 0
Security 86 5 8 15.016942977905273 8.798312187194824 2.9968576431274414
<unk> 86 6 5 5.602087020874023 8.388922691345215 0.4093894958496094
<unk> 87 0 5 3.887239933013916 11.105680465698242 0
was 87 1 3 5.715879440307617 8.904793739318848 2.2008867263793945
<unk> 87 2 5 5.536769866943359 10.201496124267578 0
Only 88 0 4 11.855916976928711 11.105679512023926 0
a 88 1 1 5.8820600509643555 10.450942993164062 0.6547365188598633
few 88 2 3 7.5753865242004395 11.728209495544434 0
other 88 3 5 10.799072265625 9.079719543457031 2.6484899520874023
people 88 4 6 10.626736640930176 10.053801536560059 0
-- 88 5 2 19.791696548461914 8.810192108154297 1.2436094284057617
very 88 6 4 11.913166999816895 9.726320266723633 0
important 88 7 9 8.947281837463379 12.1459379196167 0
people 88 8 6 10.721634864807129 9.726649284362793 2.4192886352539062
-- 88 9 2 19.839038848876953 8.302278518676758 1.4243707656860352
knew 88 10 4 14.32776165008545 9.798633575439453 0
of 88 11 2 5.084622859954834 9.935539245605469 0
the 88 12 3 2.0808699131011963 9.283437728881836 0.6521015167236328
<unk> 88 13 5 5.02492618560791 11.677835464477539 0
eggs 88 14 4 15.737555503845215 8.80182933807373 2.8760061264038086
<unk> 88 15 5 5.790292739868164 8.342061042785645 0.45976829528808594
below 88 16 5 13.295340538024902 7.989300727844238 0.35276031494140625
<unk> 88 17 5 5.55466890335083 9.596339225769043 0
No 89 0 2 11.07167911529541 11.105680465698242 0
one 89 1 3 8.891424179077148 10.097004890441895 1.0086755752563477
else 89 2 4 14.207754135131836 9.954625129699707 0.1423797607421875
must 89 3 4 13.389250755310059 9.428356170654297 0.5262689590454102
<unk> 89 4 5 6.289463520050049 8.864265441894531 0.5640907287597656
<unk> 90 0 5 3.887239933013916 11.105680465698242 0
in 90 1 2 4.92209005355835 8.904792785644531 2.200887680053711
the 90 2 3 1.9963767528533936 9.066038131713867 0
immemorial 90 3 10 19.464651107788086 11.678208351135254 0
way 90 4 3 14.245072364807129 8.09695053100586 3.5812578201293945
-- 90 5 2 20.01461410522461 7.841677188873291 0.25527334213256836
in 90 6 2 4.891837120056152 9.356956481933594 0
the 90 7 3 2.0003349781036377 9.088411331176758 0.26854515075683594
way 90 8 3 9.545232772827148 11.643919944763184 0
of 90 9 2 2.9577059745788574 7.777838230133057 3.866081714630127
the 90 10 3 1.974636435508728 9.055708885192871 0
right 90 11 5 9.417105674743652 11.651176452636719 0
hand 90 12 4 11.383369445800781 9.384706497192383 2.266469955444336
that 90 13 4 6.9859209060668945 7.738192081451416 1.6465144157409668
knows 90 14 5 16.998916625976562 9.259454727172852 0
and 90 15 3 5.823089122772217 9.943466186523438 0
the 90 16 3 3.064004421234131 10.750349044799805 0
left 90 17 4 10.126473426818848 11.76253890991211 0
that 90 18 4 11.588811874389648 11.890104293823242 0
does 90 19 4 10.495509147644043 9.62933349609375 2.260770797729492
not 90 20 3 5.522756099700928 9.549797058105469 0.07953643798828125
-- 90 21 2 18.594690322875977 10.039311408996582 0
was 90 22 3 8.858518600463867 8.894842147827148 1.1444692611694336
the 90 23 3 4.026920318603516 10.202669143676758 0
stage 90 24 5 11.369341850280762 11.606167793273926 0
set 90 25 3 11.027347564697266 9.014878273010254 2.591289520263672
for 90 26 3 6.032986164093018 8.787036895751953 0.22784137725830078
tragedy 90 27 7 18.19070816040039 8.941629409790039 0
at 90 28 2 7.549171447753906 6.765395641326904 2.1762337684631348
<unk> 90 29 5 5.218700885772705 8.864023208618164 0
Franklin 91 0 8 16.289289474487305 11.105680465698242 0
D. 91 1 2 13.969521522521973 8.845401763916016 2.2602787017822266
Lee 91 2 3 14.85727310180664 9.617960929870605 0
proved 91 3 6 13.319353103637695 8.588409423828125 1.0295515060424805
a 91 4 1 5.482700824737549 9.357114791870117 0
man 91 5 3 8.694347381591797 11.719789505004883 0
of 91 6 2 3.5195679664611816 9.951319694519043 1.7684698104858398
prompt 91 7 6 17.634489059448242 9.272208213806152 0.6791114807128906
action 91 8 6 12.574272155761719 9.71812915802002 0
when 91 9 4 9.159671783447266 8.6038236618042 1.1143054962158203
Mrs. 91 10 4 15.60784912109375 10.174883842468262 0
Claire 91 11 6 15.395096778869629 10.449496269226074 0
<unk> 91 12 5 6.020726203918457 8.679699897766113 1.769796371459961
accompanied 91 13 11 14.594079971313477 7.974120140075684 0.7055797576904297
by 91 14 2 6.100593566894531 9.618728637695312 0
a 91 15 1 4.212676525115967 9.174193382263184 0.4445352554321289
<unk> 91 16 5 4.528794765472412 11.681180953979492 0
visited 91 17 7 15.596088409423828 9.71348762512207 1.9676933288574219
him 91 18 3 10.172956466674805 9.660655975341797 0.05283164978027344
in 91 19 2 4.3447771072387695 8.893476486206055 0.7671794891357422
<unk> 91 20 5 5.207546710968018 9.007081031799316 0
<unk> 91 21 5 5.387022495269775 6.968367099761963 2.0387139320373535
several 91 22 7 13.847994804382324 6.556127071380615 0.41224002838134766
months 91 23 6 11.160308837890625 11.124277114868164 0
ago 91 24 3 13.320971488952637 6.750057697296143 4.3742194175720215
as 91 25 2 7.154714107513428 6.532289028167725 0.21776866912841797
a 91 26 1 2.773238182067871 8.282322883605957 0
prospective 91 27 11 15.050738334655762 11.692117691040039 0
<unk> 91 28 5 5.877544403076172 9.770715713500977 1.9214019775390625
<unk> 91 29 5 5.776881217956543 7.5670976638793945 2.203618049621582
Lee 91 30 3 13.71402359008789 7.545090198516846 0.022007465362548828
asked 91 31 5 14.224690437316895 7.0856523513793945 0.45943784713745117
her 91 32 3 9.611891746520996 8.969000816345215 0
to 91 33 2 4.652556896209717 9.93350601196289 0
lie 91 34 3 14.64844036102295 9.902993202209473 0.03051280975341797
down 91 35 4 10.085175514221191 9.551765441894531 0.3512277603149414
on 91 36 2 6.098803997039795 8.422608375549316 1.1291570663452148
a 91 37 1 4.028493881225586 8.655220031738281 0
bed 91 38 3 13.195069313049316 11.533872604370117 0
and 91 39 3 4.587250232696533 7.589012145996094 3.9448604583740234
remove 91 40 6 14.103875160217285 11.015734672546387 0
her 91 41 3 8.414530754089355 9.654755592346191 1.3609790802001953
<unk> 91 42 5 5.400012016296387 11.257990837097168 0
<unk> 92 0 5 3.887239933013916 11.105680465698242 0
by 92 1 2 7.17431116104126 8.904792785644531 2.200887680053711
<unk> 92 2 5 4.866265773773193 9.330653190612793 0
her 92 3 3 10.810302734375 8.523971557617188 0.8066816329956055
foot 92 4 4 14.152433395385742 12.006744384765625 0
three 92 5 5 11.57127571105957 8.723367691040039 3.283376693725586
<unk> 92 6 5 5.733105182647705 9.738263130187988 0
he 92 7 2 9.285935401916504 8.182872772216797 1.5553903579711914
came 92 8 4 8.156896591186523 8.32579517364502 0
up 92 9 2 8.39829158782959 9.68010139465332 0
-- 92 10 2 19.416244506835938 8.726128578186035 0.9539728164672852
<unk> 92 11 5 6.194841384887695 9.52761173248291 0
-- 92 12 2 19.570987701416016 8.21015739440918 1.3174543380737305
with 92 13 4 7.744077682495117 9.617526054382324 0
a 92 14 1 4.086833953857422 8.998465538024902 0.6190605163574219
different 92 15 9 8.576639175415039 11.650921821594238 0
diagnosis 92 16 9 15.173016548156738 10.035222053527832 1.6156997680664062
with 92 17 4 6.603987693786621 7.3459978103637695 2.6892242431640625
each 92 18 4 9.270029067993164 8.956852912902832 0
<unk> 92 19 5 5.08433198928833 11.324095726013184 0
She 93 0 3 9.741332054138184 11.105679512023926 0
had 93 1 3 4.551630973815918 8.38544750213623 2.7202320098876953
-- 93 2 2 19.809545516967773 9.360306739807129 0
he 93 3 2 7.811723232269287 9.394761085510254 0
informed 93 4 8 16.966426849365234 8.000186920166016 1.3945741653442383
her 93 5 3 8.670310974121094 9.069899559020996 0
-- 93 6 2 18.674116134643555 10.759075164794922 0
kidney 93 7 6 18.070898056030273 9.87215805053711 0.8869171142578125
<unk> 93 8 5 5.792952060699463 8.392891883850098 1.4792661666870117
liver 93 9 5 18.19009780883789 8.124805450439453 0.26808643341064453
<unk> 93 10 5 5.678997039794922 8.006647109985352 0.11815834045410156
and 93 11 3 4.199924945831299 7.990293979644775 0.016353130340576172
a 93 12 1 5.293851375579834 11.033698081970215 0
severe 93 13 6 10.848251342773438 11.759984016418457 0
female 93 14 6 11.760586738586426 9.848977088928223 1.9110069274902344
<unk> 93 15 5 5.81788969039917 10.045804977416992 0
<unk> 94 0 5 3.887239933013916 11.105680465698242 0
explained 94 1 9 13.680768966674805 8.904792785644531 2.200887680053711
that 94 2 4 6.101665019989014 9.427536010742188 0
he 94 3 2 4.704360008239746 8.928560256958008 0.4989757537841797
could 94 4 5 7.080101490020752 7.368010520935059 1.5605497360229492
<unk> 94 5 5 6.930604934692383 7.5372819900512695 0
these 94 6 5 12.153238296508789 9.01214599609375 0
<unk> 94 7 5 5.84635066986084 9.81531810760498 0
from 94 8 4 6.6400346755981445 8.712993621826172 1.1023244857788086
<unk> 94 9 5 5.226499557495117 8.871806144714355 0
her 94 10 3 10.909456253051758 7.941765308380127 0.9300408363342285
foot 94 11 4 14.395828247070312 11.121561050415039 0
because 94 12 7 10.38889217376709 8.43651294708252 2.6850481033325195
all 94 13 3 9.748001098632812 9.721403121948242 0
of 94 14 2 4.823591709136963 9.696455955505371 0.024947166442871094
the 94 15 3 1.984484076499939 9.034186363220215 0.6622695922851562
nervous 94 16 7 16.385793685913086 11.68402099609375 0
system 94 17 6 10.184415817260742 8.198405265808105 3.4856157302856445
was 94 18 3 6.656524658203125 7.740241527557373 0.4581637382507324
connected 94 19 9 10.60280990600586 10.178122520446777 0
to 94 20 2 3.6264219284057617 8.280741691589355 1.8973808288574219
<unk> 94 21 5 5.30806827545166 9.630969047546387 0
He 94 22 2 12.123147964477539 8.943392753601074 0.6875762939453125
knew 94 23 4 11.100262641906738 9.369725227355957 0
just 94 24 4 11.297636985778809 9.626620292663574 0
the 94 25 3 3.472627639770508 9.564837455749512 0.0617828369140625
thing 94 26 5 14.378461837768555 11.73448657989502 0
for 94 27 3 6.492100715637207 9.971378326416016 1.763108253479004
her 94 28 3 8.073495864868164 9.136357307434082 0.8350210189819336
-- 94 29 2 18.051074981689453 12.528878211975098 0
a 94 30 1 5.837634563446045 9.742883682250977 2.785994529724121
treatment 94 31 9 16.412487030029297 11.586255073547363 0
from 94 32 4 7.331689357757568 8.145198822021484 3.441056251525879
his 94 33 3 5.379904747009277 9.080385208129883 0
<unk> 94 34 5 4.963772773742676 11.926898002624512 0
light 94 35 5 13.85932731628418 6.704412460327148 5.222485542297363
<unk> 94 36 5 6.162676811218262 8.550260543823242 0
<unk> 94 37 5 6.0857834815979 7.1003546714782715 1.4499058723449707
<unk> 94 38 5 5.8469367027282715 7.231667995452881 0
As 95 0 2 9.08846378326416 11.105680465698242 0
he 95 1 2 8.097043991088867 9.699207305908203 1.406473159790039
applied 95 2 7 11.595773696899414 8.203522682189941 1.4956846237182617
the 95 3 3 3.4552016258239746 9.515253067016602 0
<unk> 95 4 5 5.0178961753845215 11.719053268432617 0
extending 95 5 9 15.881155967712402 8.548606872558594 3.1704463958740234
from 95 6 4 6.796471118927002 9.448344230651855 0
the 95 7 3 1.8930553197860718 8.817092895507812 0.631251335144043
machine 95 8 7 12.290373802185059 11.703770637512207 0
-- 95 9 2 20.177385330200195 9.405166625976562 2.2986040115356445
which 95 10 5 9.339323043823242 8.22642993927002 1.178736686706543
consisted 95 11 9 12.906390190124512 9.693814277648926 0
of 95 12 2 5.67206335067749 9.797221183776855 0
seven 95 13 5 10.592609405517578 9.087993621826172 0.7092275619506836
differently 95 14 11 15.890666007995605 9.903899192810059 0
colored 95 15 7 18.052186965942383 7.8310441970825195 2.072854995727539
neon 95 16 4 18.075651168823242 8.132097244262695 0
tubes 95 17 5 14.51636791229248 7.464999675750732 0.6670975685119629
superimposed 95 18 12 18.981653213500977 9.55775260925293 0
on 95 19 2 6.3444342613220215 9.640694618225098 0
a 95 20 1 4.164743423461914 8.854423522949219 0.7862710952758789
rectangular 95 21 11 13.095418930053711 11.644718170166016 0
base 95 22 4 11.95300579071045 8.928776741027832 2.7159414291381836
-- 95 23 2 20.613691329956055 6.439648151397705 2.489128589630127
to 95 24 2 4.7011518478393555 9.820088386535645 0
the 95 25 3 2.66178560256958 9.728307723999023 0.0917806625366211
supposedly 95 26 10 17.09148406982422 11.785786628723145 0
<unk> 95 27 5 5.353316783905029 11.245007514953613 0.5407791137695312
portions 95 28 8 16.591026306152344 7.05023193359375 4.194775581359863
of 95 29 2 4.115347862243652 6.871677398681641 0.17855453491210938
Mrs. 95 30 4 15.88325309753418 8.84046745300293 0
<unk> 95 31 5 5.57937479019165 10.324602127075195 0
<unk> 95 32 5 6.095756530761719 6.548013687133789 3.7765884399414062
Lee 95 33 3 13.850831985473633 6.851648330688477 0
kept 95 34 4 14.995277404785156 6.397857189178467 0.45379114151000977
up 95 35 2 9.072019577026367 9.351125717163086 0
a 95 36 1 5.191028118133545 8.904498100280762 0.4466276168823242
steady 95 37 6 12.37328815460205 11.66774845123291 0
stream 95 38 6 13.074060440063477 10.337976455688477 1.3297719955444336
of 95 39 2 3.1129252910614014 7.905831813812256 2.4321446418762207
<unk> 95 40 5 5.04298210144043 9.29338550567627 0
<unk> 95 41 5 5.828072547912598 6.548776149749756 2.7446093559265137
<unk> 96 0 5 3.887239933013916 11.105679512023926 0
the 96 1 3 5.422336578369141 8.904792785644531 2.2008867263793945
<unk> 96 2 5 4.879599571228027 11.777817726135254 0
from 96 3 4 7.336352348327637 8.696115493774414 3.08170223236084
his 96 4 3 5.227153301239014 8.843811988830566 0
machine 96 5 7 12.089433670043945 11.943581581115723 0
would 96 6 5 9.858769416809082 9.460831642150879 2.4827499389648438
cure 96 7 4 16.824934005737305 9.095953941345215 0.36487770080566406
practically 96 8 11 17.310527801513672 9.648528099060059 0
<unk> 96 9 5 6.246700286865234 8.837174415588379 0.8113536834716797
he 96 10 2 9.193910598754883 8.246763229370117 0.5904111862182617
assured 96 11 7 14.661596298217773 8.22605037689209 0.020712852478027344
<unk> 96 12 5 6.1574482917785645 9.189982414245605 0
<unk> 97 0 5 3.887239933013916 11.105679512023926 0
she 97 1 3 11.43475341796875 8.904792785644531 2.2008867263793945
<unk> 97 2 5 6.705981731414795 7.9718918800354 0.9329009056091309
he 97 3 2 8.44735050201416 9.239974021911621 0
<unk> 97 4 5 6.9113593101501465 7.639750003814697 1.6002240180969238
why 97 5 3 15.082286834716797 8.785653114318848 0
the 97 6 3 3.4198386669158936 9.487197875976562 0
colors 97 7 6 15.552369117736816 11.718985557556152 0
of 97 8 2 3.0068211555480957 8.560534477233887 3.1584510803222656
the 97 9 3 1.9549802541732788 8.988408088684082 0
tubes 97 10 5 16.37709617614746 11.677078247070312 0
were 97 11 4 8.361186981201172 9.982843399047852 1.694234848022461
important 97 12 9 10.10720157623291 10.211285591125488 0
to 97 13 2 3.6649341583251953 8.636377334594727 1.5749082565307617
<unk> 97 14 5 5.268474102020264 9.656881332397461 0
<unk> 97 15 5 5.711707592010498 9.285971641540527 0.3709096908569336
The 98 0 3 5.230093955993652 11.105679512023926 0
human 98 1 5 13.574149131774902 11.67659854888916 0
body 98 2 4 10.587949752807617 11.1541109085083 0.5224876403808594
-- 98 3 2 19.818029403686523 9.153743743896484 2.0003671646118164
he 98 4 2 6.049131870269775 9.698394775390625 0
pointed 98 5 7 12.369283676147461 7.761205673217773 1.9371891021728516
<unk> 98 6 5 6.323826789855957 9.156005859375 0
for 98 7 3 6.041289806365967 8.797520637512207 0.35848522186279297
example 98 8 7 10.924844741821289 8.883048057556152 0
-- 98 9 2 19.673198699951172 7.796151638031006 1.0868964195251465
required 98 10 8 13.115739822387695 8.647937774658203 0
33 98 11 2 13.886178016662598 9.40470027923584 0
units 98 12 5 12.612918853759766 9.184301376342773 0.2203989028930664
of 98 13 2 4.714762210845947 8.242706298828125 0.9415950775146484
blue 98 14 4 13.549885749816895 9.001358032226562 0
<unk> 98 15 5 5.773273468017578 9.626184463500977 0
For 99 0 3 10.186286926269531 11.105679512023926 0
that 99 1 4 6.711575031280518 9.941216468811035 1.1644630432128906
<unk> 99 2 5 6.399167537689209 9.08688735961914 0.8543291091918945
he 99 3 2 8.76822280883789 9.343231201171875 0
informed 99 4 8 16.82572364807129 8.1627197265625 1.180511474609375
<unk> 99 5 5 6.006494045257568 9.570286750793457 0
the 99 6 3 5.635512351989746 8.773241996765137 0.7970447540283203
Lord 99 7 4 12.488960266113281 11.757725715637207 0
made 99 8 4 10.676667213439941 10.195297241210938 1.5624284744262695
the 99 9 3 5.1524553298950195 10.147490501403809 0.047806739807128906
sky 99 10 3 11.775740623474121 11.40980339050293 0
<unk> 99 11 5 6.270952224731445 8.3112211227417 3.0985822677612305
Continuing 100 0 10 14.853260040283203 11.105679512023926 0
<unk> 100 1 5 5.775002479553223 9.148388862609863 1.9572906494140625
in 100 2 2 4.957327842712402 8.362699508666992 0.7856893539428711
this 100 3 4 7.289798259735107 9.109898567199707 0
<unk> 100 4 5 4.852813720703125 12.503768920898438 0
he 100 5 2 9.374990463256836 7.273678779602051 5.230090141296387
paused 100 6 6 20.995866775512695 8.096944808959961 0
to 100 7 2 4.535703182220459 9.359341621398926 0
comfort 100 8 7 15.47446060180664 9.8004732131958 0
<unk> 100 9 5 5.999337673187256 8.400810241699219 1.399662971496582
<unk> 100 10 5 5.3312859535217285 7.7351861000061035 0.6656241416931152
you 100 11 3 12.772997856140137 7.6221795082092285 0.113006591796875
<unk> 100 12 5 5.740993022918701 9.594381332397461 0
This 101 0 4 8.413970947265625 11.105680465698242 0
machine 101 1 7 12.673243522644043 11.767864227294922 0
will 101 2 4 11.243739128112793 9.907459259033203 1.8604049682617188
cure 101 3 4 17.104631423950195 10.00677490234375 0
your 101 4 4 14.229701042175293 8.650009155273438 1.3567657470703125
<unk> 101 5 5 5.996549129486084 9.502957344055176 0
<unk> 101 6 5 5.606800079345703 8.440996170043945 1.0619611740112305
<unk> 101 7 5 5.407414436340332 8.15990161895752 0.2810945510864258
Mrs. 101 8 4 17.79222297668457 7.973857402801514 0.18604421615600586
<unk> 101 9 5 5.00731086730957 10.21531867980957 0
practically 101 10 11 18.948644638061523 7.816828727722168 2.3984899520874023
<unk> 101 11 5 6.124411582946777 8.71058464050293 0
<unk> 101 12 5 5.204914093017578 7.760872840881348 0.949711799621582
<unk> 101 13 5 5.088157653808594 7.52415657043457 0.23671627044677734
tell 101 14 4 15.678860664367676 7.420523643493652 0.10363292694091797
me 101 15 2 11.842872619628906 10.504331588745117 0
I 101 16 1 10.058483123779297 9.580437660217285 0.923893928527832
had 101 17 3 9.13644027709961 9.651540756225586 0
<unk> 101 18 5 6.179174423217773 9.424094200134277 0.2274465560913086
<unk> 101 19 5 5.894918441772461 8.856310844421387 0.5677833557128906
have 101 20 4 9.396985054016113 7.723200798034668 1.1331100463867188
<unk> 101 21 5 6.0305938720703125 9.403738021850586 0
all 101 22 3 10.996108055114746 8.26036548614502 1.1433725357055664
<unk> 101 23 5 5.584149360656738 9.72421932220459 0
But 102 0 3 11.202899932861328 11.105679512023926 0
as 102 1 2 7.275972366333008 9.766683578491211 1.3389959335327148
long 102 2 4 9.110529899597168 8.443964004516602 1.3227195739746094
