,code,mean_rt,word,surprisal
1649,21690,307.8894736842105,to,6.77228
1650,21691,291.62368421052633,the,4.48029
1651,21692,307.6663157894737,Italian,15.0911
1653,21694,332.26210526315793,For,6.51944
1654,21695,309.60368421052635,in,8.47724
1655,21696,283.6378947368421,a,4.48337
1656,21697,277.14631578947365,world,11.5182
1657,21698,255.14842105263156,as,6.65668
1658,21699,297.5957894736842,yet,9.78424
1660,21701,358.95684210526315,with,7.28026
1661,21702,275.1073684210526,the,2.4866
1662,21703,291.7278947368421,horrors,16.8846
1663,21704,331.2021052631579,of,2.96339
1664,21705,260.71789473684214,the,3.44768
1667,21708,359.09526315789475,poison,14.9216
1668,21709,347.10526315789474,gas,15.0745
1669,21710,283.6115789473684,was,8.49581
1670,21711,352.1563157894737,still,7.84206
1671,21712,248.5157894736842,regarded,10.8283
1672,21713,278.78526315789475,as,0.656064
1673,21714,294.8357894736842,the,4.17615
1674,21715,285.07,ultimate,12.5616
1675,21716,247.35473684210524,in,6.79929
1678,21719,325.5433333333333,Throughout,13.9465
1679,21720,283.6621052631579,the,1.39681
1680,21721,336.0521052631579,early,11.1756
1681,21722,291.37894736842105,years,5.42277
1682,21723,261.81105263157895,of,3.98241
1683,21724,272.2789473684211,World,12.6186
1684,21725,255.07526315789474,War,1.39681
1686,21727,309.05,reports,12.2238
1687,21728,320.01157894736843,persisted,18.2656
1688,21729,312.47315789473686,that,7.60285
1689,21730,272.76157894736843,the,3.74836
1691,21732,280.4421052631579,powers,15.6365
1692,21733,276.8421052631579,had,9.15054
1693,21734,298.0957894736842,used,12.4552
1694,21735,311.59315789473686,gas --,14.3251
1695,21736,399.1621052631579,Germany,15.4718
1696,21737,308.94,in,6.80799
1698,21739,341.9521052631579,Japan,12.9167
1699,21740,277.7284210526316,in,6.85621
1700,21741,324.5361111111111,China,9.53793
1702,21743,331.3331578947368,They,6.88914
1703,21744,289.2884210526316,were,4.75055
1704,21745,328.8211111111111,always,13.7883
1707,21748,342.15000000000003,people,10.8873
1708,21749,260.70052631578943,in,4.62898
1709,21750,295.8757894736842,America,10.1234
1710,21751,271.6257894736842,were,10.1086
1711,21752,292.31894736842105,warning,14.2232
1712,21753,272.84473684210525,the,7.1956
1713,21754,321.02944444444444,Pentagon,9.76507
1714,21755,292.4142105263158,to,5.81508
1715,21756,291.88105263157894,be,5.59389
1716,21757,319.28789473684213,prepared,10.2604
1717,21758,286.0105263157895,against,11.6438
1719,21760,412.03473684210525,gas,13.9394
1720,21761,406.6794736842105,attacks,14.8984
1721,21762,302.67473684210523,by,3.48424
1722,21763,285.3178947368421,the,2.00773
1723,21764,303.73315789473685,Germans,14.2354
1724,21765,263.60421052631574,in,6.71372
1725,21766,305.64473684210526,future,10.147
1727,21768,283.95105263157893,Some,7.04808
1729,21770,310.5026315789474,went,12.2238
1730,21771,276.9594736842105,so,7.15278
1731,21772,268.31894736842105,far,1.42276
1732,21773,271.89473684210526,as,1.68939
1733,21774,248.65263157894734,to,1.78198
1734,21775,247.3436842105263,urge,12.6754
1735,21776,251.23631578947368,our,5.93287
1736,21777,274.77684210526314,using,12.5874
1737,21778,292.0989473684211,it,5.65577
1739,21780,265.1436842105263,To,8.20773
1740,21781,268.8726315789474,silence,17.9947
1742,21783,366.8257894736842,to,6.14296
1743,21784,302.7473684210526,warn,14.5059
1744,21785,285.9163157894737,the,7.37889
1746,21787,344.80052631578945,President,11.4327
1747,21788,320.46578947368425,Roosevelt,9.21542
1748,21789,287.6242105263158,issued,12.6915
1749,21790,281.48263157894735,this,9.90971
1750,21791,310.30157894736845,statement,13.8644
1751,21792,263.0036842105263,for,6.85787
1752,21793,268.0026315789474,the,2.94963
1754,21795,267.1694736842105,in,7.31256
1757,21798,330.8178947368421,time,13.3206
1758,21799,261.3378947368421,to,3.54992
1759,21800,271.51105263157893,time,6.48886
1760,21801,276.2052631578947,since,8.9584
1761,21802,275.5536842105263,the,2.07811
1762,21803,334.1457894736842,present,11.1835
1763,21804,295.5142105263158,war,13.6202
1764,21805,323.05444444444447,began,12.0781
1765,21806,307.4878947368421,there,11.3038
1766,21807,363.0857894736842,have,5.31523
1767,21808,262.24368421052634,been,0.548878
1768,21809,287.44052631578944,reports,12.5108
1769,21810,271.76105263157893,that,3.09931
1770,21811,291.7363157894737,one,9.02796
1771,21812,274.64631578947365,or,6.41203
1772,21813,305.88166666666666,more,1.23602
1773,21814,253.26052631578946,of,4.38519
1774,21815,256.09999999999997,the,3.68939
1776,21817,316.17473684210523,powers,15.709
1777,21818,283.44947368421055,were,9.18163
1778,21819,271.288947368421,seriously,14.9598
1779,21820,359.3478947368421,contemplating,16.9162
1780,21821,323.3615789473684,use,12.0391
1781,21822,292.1878947368421,of,2.58423
1783,21824,294.9736842105263,gas,14.0792
1784,21825,267.49894736842106,or,6.4302
1786,21827,339.4321052631579,gases,16.747
1787,21828,305.211052631579,or,8.76055
1788,21829,311.82,other,6.13374
1790,21831,403.0377777777778,devices,11.7057
1791,21832,319.3752631578947,of,7.17983
1793,21834,280.13157894736844,I,7.67562
1794,21835,282.4178947368421,have,4.36389
1795,21836,279.09736842105264,been,5.42326
1796,21837,257.54315789473685,loath,16.3833
1797,21838,324.7163157894737,to,0.408925
1798,21839,363.8573684210526,believe,10.4452
1799,21840,315.9189473684211,that,1.62304
1800,21841,249.67210526315793,any,9.03936
1802,21843,280.0427777777778,even,12.3627
1803,21844,280.46210526315787,our,10.8057
1804,21845,320.94388888888886,present,14.429
1806,21847,357.83473684210526,could,10.3059
1807,21848,271.84736842105264,or,9.64562
1808,21849,248.2947368421053,would,12.5247
1809,21850,250.99578947368423,be,2.66069
1810,21851,280.30611111111114,willing,6.01643
1811,21852,265.23894736842107,to,0.458103
1812,21853,247.01105263157896,loose,16.1299
1813,21854,330.3468421052632,upon,13.639
1814,21855,382.27722222222224,mankind,17.388
1815,21856,302.52,such,10.1266
1816,21857,334.7536842105263,terrible,16.231
1817,21858,309.03473684210525,and,6.42365
1821,21862,407.4921052631579,evidence,13.0398
1822,21863,288.18684210526317,that,2.1641
1823,21864,285.4242105263158,the,2.1459
1825,21866,285.89,powers,15.6365
1826,21867,276.3715789473684,are,8.51818
1827,21868,272.4973684210526,making,8.91646
1828,21869,334.1955555555556,significant,13.3198
1830,21871,363.56,indicative,17.1324
1831,21872,351.83736842105264,of,2.96339
1832,21873,304.6178947368421,such,8.57074
1833,21874,308.7031578947368,an,5.05852
1834,21875,341.1336842105263,intention,16.665
1835,21876,330.5138888888889,is,5.28532
1836,21877,280.7284210526316,being,6.58925
1837,21878,296.83000000000004,reported,10.6846
1838,21879,298.5242105263158,with,9.15869
1839,21880,339.3873684210526,increasing,10.306
1840,21881,320.1352631578947,frequency,2.42276
1841,21882,321.08894736842103,from,8.26276
1842,21883,302.57,a,4.16213
1843,21884,269.46473684210525,variety,10.339
1844,21885,282.0236842105263,of,0.1613
1847,21888,336.0142105263158,of,5.68218
1848,21889,261.41315789473686,such,8.54903
1849,21890,268.38105263157894,weapons,15.0343
1850,21891,289.2515789473684,has,8.76891
1851,21892,275.2521052631579,been,3.10888
1852,21893,306.19052631578944,outlawed,17.6358
1853,21894,270.2778947368421,by,8.00244
1854,21895,277.0705263157895,the,2.89443
1855,21896,249.4768421052632,general,9.06747
1856,21897,278.2052631578947,opinion,14.2034
1857,21898,322.9188888888889,of,4.82304
1860,21901,310.0673684210526,This,7.11691
1861,21902,312.4305263157895,country,13.9253
1862,21903,351.60263157894735,has,7.32405
1863,21904,314.07526315789477,not,7.24255
1864,21905,300.6136842105263,used,12.5071
1866,21907,270.788947368421,and,5.48786
1867,21908,245.3173684210526,I,9.31418
1868,21909,229.1872222222222,hope,8.04082
1869,21910,244.99263157894734,that,3.23123
1870,21911,244.5378947368421,we,7.0471
1871,21912,265.3066666666666,never,11.0187
1872,21913,274.071052631579,will,8.73066
1873,21914,251.6794736842105,be,2.52296
1874,21915,248.28333333333336,compelled,13.4885
1875,21916,274.4715789473684,to,0.667089
1876,21917,247.3142105263158,use,8.25641
1878,21919,268.2184210526316,I,7.67562
1879,21920,281.9078947368421,state,12.8875
1881,21922,470.4957894736842,that,7.50105
1882,21923,336.3726315789474,we,7.34163
1883,21924,294.6421052631579,shall,16.1018
1884,21925,262.5284210526316,under,10.668
1885,21926,292.77947368421053,no,10.8368
1886,21927,284.2552631578948,circumstances,11.1308
1887,21928,307.8894736842105,resort,15.2122
1888,21929,303.95,to,4.78152
1889,21930,250.49947368421053,the,4.48029
1890,21931,296.21684210526314,use,9.92527
1891,21932,236.73,of,0.95131
1892,21933,251.58473684210526,such,8.67786
1893,21934,245.36631578947367,weapons,15.0343
1894,21935,237.05368421052634,unless,13.1992
1895,21936,261.1668421052632,they,2.9093
1896,21937,244.11263157894737,are,2.85625
1897,21938,273.37157894736845,first,12.4693
1898,21939,244.23736842105265,used,10.7772
1899,21940,254.2521052631579,by,3.50128
1900,21941,238.77947368421056,our,10.3406
1902,21943,264.0957894736842,The,2.68215
1903,21944,326.34,following,8.17004
1904,21945,278.3321052631579,month,10.8554
1905,21946,340.41315789473686,the,6.92034
1906,21947,289.55947368421056,invasion,16.5623
1907,21948,241.17263157894735,of,2.96339
1908,21949,266.98526315789474,Italy,11.6243
1909,21950,270.1273684210526,was,8.75212
1911,21952,316.9694736842105,and,5.87255
1912,21953,324.3594736842105,Roosevelt,17.1354
1913,21954,291.641052631579,gave,12.7624
1914,21955,348.07631578947365,effect,13.6605
1915,21956,310.13684210526316,to,7.39646
1916,21957,268.8726315789474,his,7.89396
1917,21958,287.4636842105263,warning,14.2365
1918,21959,294.3636842105263,by,6.96339
1920,21961,376.71526315789475,to,6.40804
1921,21962,273.1831578947369,the,3.06681
1923,21964,337.3073684210526,of,3.40977
1924,21965,297.8389473684211,poison,13.5381
1925,21966,263.7484210526316,gas,15.2505
1926,21967,283.3278947368421,in,7.29138
1927,21968,317.071052631579,southern,11.5826
1930,21971,287.39421052631576,was,9.13165
1931,21972,270.0257894736842,chosen,16.0165
1932,21973,266.44105263157894,as,8.59204
1933,21974,254.01473684210524,a,3.23962
1935,21976,313.5383333333333,not,13.1526
1936,21977,291.0305263157895,only,4.60175
1937,21978,260.46789473684214,for,5.01152
1938,21979,246.0926315789474,its,6.01337
1941,21982,284.4868421052632,but,11.1549
1942,21983,259.02555555555557,because,11.609
1943,21984,245.06000000000003,of,1.79634
1944,21985,290.7678947368421,its,4.95379
1946,21987,259.0136842105263,to,6.14167
1948,21989,248.48789473684212,Any,11.5225
1950,21991,382.46263157894737,gas,13.8147
1951,21992,302.34526315789475,attack,14.2649
1952,21993,268.68,would,9.45389
1953,21994,256.5457894736842,be,2.66069
1955,21996,287.32789473684215,It,5.65274
1956,21997,288.86888888888893,would,5.41842
1957,21998,271.14526315789476,be,1.84905
1958,21999,264.46210526315787,made,6.90591
1959,22000,245.46526315789475,in,5.42277
1960,22001,249.48736842105265,three,10.0818
1961,22002,324.79894736842107,waves --,16.913
1962,22003,290.96421052631575,the,4.27194
1963,22004,275.27684210526314,first,7.19095
1964,22005,296.38894736842104,to,5.7055
1965,22006,290.9578947368421,lay,14.2913
1966,22007,258.83684210526314,down,5.96339
1967,22008,262.28684210526313,a,5.53875
1969,22010,390.6278947368421,the,6.61661
1970,22011,252.35894736842104,second,9.49851
1971,22012,271.7094736842105,to,6.4639
1972,22013,251.42263157894735,drop,10.1113
1973,22014,268.3673684210526,the,2.18481
1974,22015,240.64105263157896,gas,11.204
1976,22017,289.8777777777778,the,6.52863
1977,22018,264.99555555555554,third,9.62217
1978,22019,249.0273684210526,to,7.25726
1981,22022,399.5563157894737,which,16.0936
1982,22023,333.321052631579,would,8.43196
1983,22024,341.7136842105263,burn,18.5764
1984,22025,303.07421052631577,everything,13.2463
1986,22027,270.2294736842105,So,8.01712
1987,22028,269.18105263157895,the,3.23006
1989,22030,292.64473684210526,cargo,14.781
1990,22031,268.7026315789474,went,12.299
1991,22032,275.81,into,4.19014
1992,22033,277.2416666666667,the,2.56973
1993,22034,231.29947368421054,hole,15.102
1994,22035,260.33473684210526,of,7.11948
1995,22036,228.9721052631579,the,3.44768
1996,22037,257.18631578947367,John,13.4947
1998,22039,288.59315789473686,A,5.74117
2000,22041,285.1247368421053,of,5.85588
2001,22042,256.2526315789474,six,9.91089
2002,22043,275.01157894736843,men,13.7488
2003,22044,238.4326315789474,from,8.38965
2004,22045,243.8878947368421,the,2.66554
2006,22047,416.3668421052632,Chemical,13.8801
2008,22049,335.9315789473684,Company,15.5201
2009,22050,271.0463157894737,under,10.2828
2010,22051,267.05,First,13.9737
2011,22052,306.54894736842107,Lt.,18.1145
2012,22053,408.88473684210527,Howard,13.1034
2013,22054,293.9278947368421,D.,14.1659
2015,22056,322.1952631578947,went,13.1339
2017,22058,348.10526315789474,followed,13.8147
2018,22059,272.82947368421054,by,2.55926
2019,22060,248.74894736842109,Lt.,17.7017
2020,22061,281.9778947368421,Thomas,11.5225
2021,22062,300.7036842105263,H.,5.16726
2023,22064,313.7442105263158,the,7.14316
2025,22066,345.6433333333333,Security,15.5856
2028,22069,325.53,was,9.13165
2030,22071,272.5436842105263,Only,9.80304
2031,22072,251.09157894736842,a,2.8189
2032,22073,241.35210526315788,few,2.36635
2033,22074,227.01684210526315,other,7.62244
2034,22075,241.4547368421053,people --,7.5922
2035,22076,272.0421052631579,very,11.0924
2036,22077,275.20684210526315,important,5.89751
2037,22078,289.5757894736842,people --,7.47713
2038,22079,288.64578947368426,knew,15.1588
2039,22080,246.29052631578944,of,6.54835
2040,22081,245.81842105263158,the,3.44768
2042,22083,440.3955555555556,eggs,14.5176
2044,22085,323.3236842105263,below,13.8147
2046,22087,257.2947368421053,No,9.0991
2047,22088,287.42368421052635,one,2.25348
2048,22089,250.9763157894737,else,10.3823
2049,22090,258.6431578947369,must,12.2376
2052,22093,291.0410526315789,in,5.79104
2053,22094,275.928947368421,the,3.40355
2055,22096,506.89473684210526,way --,13.2708
2056,22097,325.2657894736842,in,6.00062
2057,22098,282.00842105263155,the,3.62131
2058,22099,264.94,way,8.63595
2059,22100,281.4284210526316,of,1.13559
2060,22101,247.5963157894737,the,3.51755
2061,22102,255.55842105263156,right,9.07387
2062,22103,312.89947368421053,hand,10.0714
2063,22104,304.1657894736842,that,6.11594
2064,22105,298.14526315789476,knows,12.8752
2065,22106,297.17526315789473,and,6.66926
2066,22107,274.32842105263154,the,4.5622
2067,22108,276.35842105263157,left,14.1511
2068,22109,272.62684210526317,that,7.8786
2069,22110,273.3826315789473,does,8.66126
2070,22111,310.2210526315789,not --,4.62823
2071,22112,371.4094736842105,was,7.18841
2072,22113,313.0963157894737,the,4.87762
2073,22114,271.5473684210526,stage,13.6356
2074,22115,275.53,set,7.42806
2075,22116,259.17157894736846,for,4.95354
2076,22117,290.52315789473687,tragedy,16.6853
2077,22118,278.6336842105263,at,8.38977
2079,23000,409.20043478260874,Franklin,15.5374
2080,23001,352.2678260869565,D.,14.0624
2081,23002,261.55,Lee,14.1856
2082,23003,340.6069565217391,proved,14.5065
2083,23004,392.2830434782609,a,3.31094
2084,23005,320.4269565217391,man,10.1141
2085,23006,268.7213043478261,of,8.87995
2086,23007,252.3404347826087,prompt,15.9757
2087,23008,293.045652173913,action,12.5269
2088,23009,247.75434782608698,when,10.5934
2089,23010,269.3178260869565,Mrs.,11.5408
2092,23013,411.61652173913046,accompanied,15.7422
2093,23014,294.6173913043478,by,0.548871
2094,23015,266.47565217391303,a,1.76977
2096,23017,299.13565217391306,visited,14.817
2097,23018,245.73956521739132,him,11.3206
2098,23019,263.7034782608696,in,4.92908
2101,23022,399.0960869565217,several,13.3206
2102,23023,309.1291304347826,months,4.95375
2103,23024,259.9995652173913,ago,3.39681
2104,23025,238.76000000000002,as,7.44916
2105,23026,250.37304347826085,a,3.23962
2106,23027,282.76772727272726,prospective,16.1128
2109,23030,277.26652173913044,Lee,14.2223
2110,23031,280.7004347826087,asked,12.9846
2111,23032,342.2121739130435,her,11.7545
2112,23033,283.52086956521737,to,6.37471
2113,23034,399.64521739130436,lie,13.4934
2114,23035,337.26565217391305,down,4.06532
2115,23036,270.1121739130435,on,5.68287
2116,23037,265.32565217391306,a,4.17188
2117,23038,231.44565217391303,bed,14.1361
2118,23039,245.0465217391304,and,5.28532
2119,23040,257.50772727272727,remove,15.5186
2120,23041,234.24954545454545,her,11.352
2123,23044,245.8959090909091,by,5.90879
2124,23045,285.75304347826085,squeezing,17.8491
2125,23046,264.36,her,11.2104
2126,23047,259.93304347826086,foot,8.80871
2127,23048,285.89478260869566,three,11.2602
2129,23050,249.75434782608698,he,11.7415
2130,23051,239.9004347826087,came,12.229
2131,23052,242.935652173913,up --,5.02742
2133,23054,328.3191304347826,with,7.50976
2134,23055,258.7578260869565,a,3.61967
2135,23056,271.6121739130435,different,10.0144
2136,23057,317.36652173913046,diagnosis,16.6837
2137,23058,299.0626086956522,with,8.38623
2138,23059,284.4704545454546,each,8.72833
2140,23061,297.3230434782609,She,8.86122
2141,23062,266.98304347826087,had --,8.43609
2142,23063,292.6991304347826,he,7.58365
2143,23064,414.82565217391306,informed,15.1666
2144,23065,317.99826086956523,her --,11.138
2145,23066,355.805652173913,kidney,16.6083
2149,23070,362.32565217391306,and,5.61427
2150,23071,273.6926086956522,a,6.45145
2151,23072,278.5282608695652,severe,10.4328
2152,23073,313.38695652173914,female,15.513
2155,23076,314.82217391304346,explained,15.0257
2156,23077,274.7073913043478,that,2.75455
2157,23078,271.89434782608697,he,5.49292
2158,23079,267.56217391304347,could,5.39383
2160,23081,326.06739130434784,these,13.2966
2162,23083,295.1760869565218,from,7.75374
2163,23084,268.10347826086957,squeezing,18.1642
2164,23085,274.33478260869566,her,11.2104
2165,23086,277.99652173913046,foot,8.80871
2166,23087,283.9860869565218,because,6.28532
2167,23088,255.2908695652174,all,11.969
2168,23089,263.96565217391304,of,4.0087
2169,23090,238.21304347826086,the,2.24839
2170,23091,241.58363636363637,nervous,15.2702
2171,23092,256.90956521739133,system,11.8382
2172,23093,348.49434782608694,was,6.19602
2173,23094,378.25521739130437,connected,13.5624
2174,23095,281.94,to,2.18479
2176,23097,294.26681818181817,He,5.6328
2177,23098,302.3560869565218,knew,11.4407
2178,23099,274.46434782608696,just,10.9952
2179,23100,333.1340909090909,the,5.24268
2180,23101,301.32608695652175,thing,12.3438
2181,23102,246.6291304347826,for,6.81255
2182,23103,256.61391304347825,her --,9.63995
2183,23104,262.7408695652174,a,4.65418
2184,23105,284.9813043478261,treatment,15.6976
2185,23106,295.254347826087,from,7.77074
2186,23107,276.1752173913044,his,6.11532
2188,23109,350.2121739130435,light,12.3068
2189,23110,344.03478260869565,ozone,15.2571
2192,23113,277.5308695652174,As,6.95063
2193,23114,273.77434782608697,he,7.7322
2194,23115,302.3691304347826,applied,15.2401
2195,23116,282.6882608695652,the,8.1362
2197,23118,400.6347826086957,extending,15.7234
2198,23119,362.355,from,8.73329
2199,23120,306.5839130434783,the,2.66554
2200,23121,343.11954545454546,machine --,11.575
2201,23122,340.22739130434786,which,5.64389
2202,23123,418.8718181818182,consisted,16.8292
2203,23124,310.17391304347825,of,0.667089
2204,23125,309.1656521739131,seven,13.4501
2205,23126,287.49434782608694,differently,16.0871
2206,23127,354.00304347826085,colored,17.921
2210,23131,414.55391304347825,on,8.28872
2211,23132,298.01260869565215,a,4.63228
2213,23134,346.2813043478261,base --,14.3067
2214,23135,319.9247826086957,to,5.76756
2215,23136,337.8973913043478,the,3.83704
2216,23137,299.78363636363633,supposedly,17.3632
2218,23139,372.494347826087,portions,16.2011
2219,23140,309.23478260869564,of,0.506719
2220,23141,263.46608695652174,Mrs.,15.8165
2223,23144,288.6704347826087,Lee,14.5766
2224,23145,270.4030434782609,kept,13.9567
2225,23146,275.6,up,4.44845
2226,23147,254.33739130434785,a,5.45086
2227,23148,253.3913043478261,steady,11.9892
2228,23149,291.64260869565214,stream,2.74469
2229,23150,271.51652173913044,of,1.68939
2233,23154,255.44826086956525,the,5.35522
2234,23155,266.92391304347825,ozone,14.0841
2235,23156,283.69695652173914,from,9.00264
2236,23157,286.5404347826087,his,6.11532
2237,23158,297.73739130434785,machine,10.0762
2238,23159,334.5291304347826,would,8.35571
2239,23160,320.95913043478265,cure,17.5958
2240,23161,288.96956521739133,practically,16.1185
2242,23163,301.77565217391304,he,11.7415
2243,23164,259.03043478260867,assured,16.1208
2245,23166,283.8608695652174,Did,13.1034
2246,23167,257.1291304347826,she,12.3526
2248,23169,309.8395652173913,he,11.855
2250,23171,297.5421739130435,why,13.0246
2251,23172,264.4269565217391,the,2.78021
2252,23173,277.3904347826087,colors,16.84
2253,23174,277.34478260869565,of,4.77074
2254,23175,260.60391304347826,the,3.44768
2256,23177,263.675,were,8.8374
2257,23178,252.19045454545451,important,13.2954
2258,23179,248.41347826086957,to,3.57311
2261,23182,253.40434782608696,The,2.68215
2262,23183,331.2418181818182,human,14.5389
2263,23184,275.90521739130435,body --,7.96339
2264,23185,299.62652173913045,he,7.58365
2265,23186,273.2452173913044,pointed,12.3116
2267,23188,246.86608695652174,for,6.89114
2268,23189,279.34391304347827,example --,11.9095
2269,23190,283.574347826087,required,13.8873
2270,23191,272.1630434782609,33,14.6923
2271,23192,311.03,units,12.8943
2272,23193,264.40478260869565,of,3.39282
2273,23194,249.24909090909094,blue,14.9128
2275,23196,246.1217391304348,For,6.51944
2276,23197,245.90173913043478,that,9.18764
2278,23199,281.24260869565217,he,11.8232
2279,23200,262.53695652173917,informed,15.0841
2281,23202,241.30478260869566,the,6.52863
2282,23203,254.65304347826088,Lord,16.6525
2283,23204,261.71608695652174,made,11.1679
2284,23205,274.56,the,4.21242
2285,23206,288.7991304347826,sky,15.0201
2287,23208,273.81434782608693,Continuing,20.2982
2289,23210,420.62,in,5.9754
2290,23211,312.7739130434783,this,8.9424
2292,23213,263.95521739130436,he,11.651
2294,23215,253.8213043478261,to,5.32966
2295,23216,254.49869565217392,comfort,16.731
2298,23219,250.44782608695652,you,14.1723
2300,23221,271.8652173913043,This,7.11691
2301,23222,278.67304347826087,machine,13.5933
2302,23223,276.1852173913044,will,6.65028
2303,23224,268.1521739130435,cure,17.6395
2304,23225,242.49652173913043,your,12.2434
2308,23229,365.2460869565217,Mrs.,10.7863
2310,23231,354.3478260869565,practically,16.079
2314,23235,279.90478260869565,tell,14.4629
2315,23236,239.16217391304346,me,7.89413
2316,23237,241.4978260869565,I,11.7187
2317,23238,227.4808695652174,had,6.34918
2320,23241,258.56608695652176,have,8.28852
2322,23243,285.67739130434785,all,10.5032
2324,23245,245.93,But,4.58894
2325,23246,257.06695652173914,as,6.19867
2326,23247,273.39043478260874,long,7.38338
2327,23248,265.5913043478261,as,0.105505
2328,23249,267.53521739130434,you,5.33989
2329,23250,230.06869565217391,can,4.43227
2330,23251,254.66260869565215,have,7.43421
2331,23252,248.5113043478261,treatment,14.7726
2332,23253,284.8047826086957,from,7.77074
2333,23254,256.58608695652174,my,10.9557
2334,23255,245.3182608695652,machine,13.1419
2335,23256,263.175652173913,you,11.7528
2336,23257,251.56869565217391,have,4.83519
2337,23258,249.46565217391304,nothing,13.7336
2338,23259,255.16347826086957,to,3.1947
2339,23260,239.83652173913043,worry,11.2471
2342,23263,275.11652173913046,I,13.3611
2343,23264,270.1908695652174,once,12.937
2344,23265,272.31739130434784,used,7.49637
2345,23266,275.7213043478261,this,9.95774
2346,23267,246.12869565217392,machine,10.5967
2347,23268,260.9665217391304,to,4.57711
2348,23269,275.335,cure,12.547
2349,23270,267.1177272727273,a,7.91134
2350,23271,266.1413636363636,woman,9.68405
2351,23272,249.0369565217391,with,6.48578
2352,23273,254.9421739130435,97,16.0521
2353,23274,327.8704347826087,pounds,14.8705
2354,23275,268.4917391304348,of,4.57989
2355,23276,268.11652173913046,cancer,10.4054
2356,23277,298.5878260869565,in,5.39986
2357,23278,258.74434782608694,her,9.18687
2359,23280,270.0065217391304,He,5.6328
2360,23281,263.4621739130435,urged,11.4407
2361,23282,280.05391304347825,her,11.382
2362,23283,250.2108695652174,to,6.37471
2363,23284,262.1469565217391,buy,6.8628
2364,23285,310.9382608695652,one,8.34758
2365,23286,231.84173913043477,of,3.00773
2366,23287,234.6108695652174,his,4.7405
2367,23288,251.88434782608695,machines --,12.6931
2368,23289,254.3921739130435,for,6.40693
2370,23291,248.22954545454547,When,7.73621
2371,23292,265.04,she,9.66075
2372,23293,266.28739130434786,said,5.86836
2373,23294,256.0573913043478,that,4.13687
2374,23295,258.5930434782609,she,8.79695
2376,23297,264.4895652173913,have,8.7866
2377,23298,237.32217391304349,the,6.23824
2379,23300,273.7321739130435,he,11.7935
2380,23301,244.9421739130435,said,7.01479
2381,23302,245.53173913043477,that,4.31097
2382,23303,242.2808695652174,she,8.79695
2383,23304,243.46434782608696,could,5.98666
2384,23305,245.79086956521738,come,9.21696
2385,23306,238.25652173913042,in,3.55595
2386,23307,260.00565217391306,for,10.9894
2387,23308,244.1908695652174,treatment,12.8633
2388,23309,266.8709090909091,with,8.61845
2389,23310,261.46956521739133,his,6.26318
2390,23311,250.32304347826087,office,7.69309
2391,23312,253.78347826086954,model,14.3774
2392,23313,271.41,until,11.1783
2393,23314,348.13,she,9.96901
2394,23315,277.9508695652174,was,4.08842
2395,23316,247.53304347826088,ready,11.9738
2396,23317,236.40521739130435,to,1.22758
2397,23318,245.00782608695653,buy,6.82096
2399,23320,284.09043478260867,He,5.6328
2400,23321,301.9165217391304,then,9.04607
2401,23322,274.80347826086955,sold,8.30781
2402,23323,268.0404347826087,her,11.7619
2403,23324,250.16434782608695,minerals,16.2578
2404,23325,324.48391304347825,to,6.88506
2405,23326,286.8013043478261,cure,12.156
2406,23327,256.24826086956523,her,11.5517
2407,23328,277.23347826086956,kidney,15.811
2409,23330,287.5739130434782,a,7.4168
2410,23331,263.16347826086957,can,10.9239
2411,23332,275.75545454545454,of,7.55054
2414,23335,294.0513043478261,make,14.4836
2415,23336,314.50304347826085,her,8.80099
2416,23337,243.4491304347826,look,12.8006
2417,23338,279.63565217391306,like,4.5244
2418,23339,260.5730434782609,a,3.59269
2419,23340,247.44260869565218,girl,15.9047
2421,23342,301.4452173913043,and,5.48786
2422,23343,259.6282608695652,an,7.28809
2423,23344,360.36,application,10.8285
2424,23345,271.96434782608696,of,4.06532
2425,23346,271.23521739130433,plain,15.7954
2426,23347,340.7695652173913,mud,17.3719
2427,23348,355.4713043478261,to,3.96339
2428,23349,248.1791304347826,take,6.96535
2429,23350,297.57130434782607,her,8.68394
2432,23353,283.59521739130435,Lee,14.6762
2433,23354,357.71478260869566,renewed,14.5065
2434,23355,310.81782608695653,his,9.7598
2435,23356,319.07478260869567,pressure,13.2291
2436,23357,288.9472727272727,on,2.07074
2437,23358,295.1530434782609,Mrs.,14.1043
2439,23360,279.4281818181818,to,6.60467
2440,23361,250.27347826086955,buy,6.96698
2441,23362,274.2691304347826,his,10.2646
2442,23363,310.4113043478261,machine,9.93691
2443,23364,299.1852173913044,when,10.4147
2444,23365,244.83869565217393,she,6.18249
2445,23366,252.72782608695653,visited,15.7526
2446,23367,239.3630434782609,him,11.3206
2447,23368,235.65521739130435,the,5.08921
2448,23369,245.36260869565217,next,9.02849
2450,23371,242.24565217391302,After,8.01712
2451,23372,232.51391304347825,another,9.17773
2452,23373,255.7326086956522,treatment,13.4654
2453,23374,264.8473913043478,with,8.61845
2454,23375,265.05391304347825,the,3.04449
2456,23377,256.86090909090905,he,11.9044
2457,23378,224.24565217391302,told,8.45041
2458,23379,236.92863636363637,her,5.62101
2459,23380,228.3586956521739,that,7.6907
2461,23382,271.47869565217394,entire,15.7531
2462,23383,291.9717391304348,body,14.7194
2463,23384,244.48956521739132,was,8.47902
2464,23385,240.08999999999997,shot,10.9958
