code,mean_rt,word,n_gram_surprisal,rnn_surprisal
17219,301.9823529411765,ever,6.276840697439084,9.647746086120604
17220,278.2217647058824,ridden,11.140106620993905,17.842363357543945
17221,326.6594117647059,was,10.445201191835514,9.536773681640623
17222,270.39235294117645,a,3.028162976289786,4.281940937042236
17224,311.00529411764705,chair,10.41268184640677,15.561237335205078
17225,329.91,and,4.336050620838821,4.273135185241699
17226,332.91823529411766,the,2.471553659984506,3.113896608352661
17227,295.0,only,6.003892347750652,8.721196174621582
17228,281.7664705882353,weapon,12.513847744284732,13.543889999389648
17229,269.33411764705886,he,10.575896167946674,9.469070434570312
17230,241.23941176470586,had,2.681182581659112,4.270469665527344
17231,274.8264705882353,ever,6.276840697439084,9.678094863891602
17232,293.9223529411765,wielded,11.140106620993905,18.152463912963867
17233,272.37,was,10.43055063239178,9.704545974731444
17234,271.2535294117647,a,3.028162976289786,4.335649967193604
17236,283.47235294117644,Chandler,17.466347458622153,16.47734832763672
17237,324.8241176470588,had,10.47387370275808,7.8655242919921875
17238,267.46352941176474,been,1.8315393886611444,3.68403697013855
17239,342.70125,commissioned,7.275942768294559,10.355862617492676
17240,319.58411764705886,in,3.623041171083029,3.221375703811645
17241,254.70823529411766,the,1.3154413828328713,2.098602771759033
17242,300.0335294117647,Medical,11.840409693271663,19.93483161926269
17243,293.2188235294118,Service,10.526185444405424,13.352274894714355
17244,280.1382352941177,Corps,5.174308595809659,12.87209415435791
17245,275.54352941176467,and,3.400253015844672,4.343222141265869
17246,254.66117647058823,was,4.135410629126278,6.683673858642578
17247,275.52764705882356,serving,8.380730575646655,12.458263397216797
17248,247.2435294117647,as,2.597569167664512,4.964257717132568
17249,248.36058823529413,a,1.723669158911031,2.813663482666016
17250,350.8,personnel,10.63060056488396,14.93958568572998
17251,316.9235294117647,officer,10.807280511580302,12.835731506347656
17252,275.57176470588234,for,6.243474553000639,5.712724208831787
17253,273.5,the,1.345918144639204,1.9405213594436648
17254,289.6329411764706,Kansas,9.141643378479465,13.189898490905762
17255,281.510625,City,2.9755149958090965,11.666059494018556
17256,283.96999999999997,Medical,11.61258073663019,16.53160858154297
17257,297.40176470588233,Depot,10.526185444405424,18.92576026916504
17258,328.5641176470588,when,10.433497965716953,9.42868423461914
17259,298.4852941176471,he,2.084368005189948,6.605567932128906
17260,310.97705882352943,decided,5.773719506697261,8.92271614074707
17261,332.52176470588233,that,2.459009468690904,5.829513072967529
17262,268.0811764705882,if,5.483723431361053,8.315927505493164
17263,285.79352941176467,he,2.695541000292052,6.572067260742188
17264,253.43411764705883,was,1.906404629287456,2.60708236694336
17265,256.4052941176471,going,6.708106970212,10.054244995117188
17266,251.55,to,1.4497701084918535,2.666592121124268
17267,245.12176470588233,make,4.768571223090765,7.254495143890381
17268,285.285294117647,the,2.0772707909708,3.0997347831726074
17269,351.4294117647059,Army,7.879879449125118,11.196847915649414
17270,265.63352941176475,his,11.305642959587018,15.7367525100708
17272,320.3458823529412,he,10.41268184640677,9.737555503845217
17273,264.25470588235294,wanted,4.926659670708681,8.40849781036377
17274,235.0629411764706,to,1.1437169926823796,2.619670152664185
17275,263.3076470588235,be,2.96313875734296,4.454156875610352
17276,284.4858823529412,in,4.642026111944614,5.9754319190979
17277,264.21235294117645,the,1.3154413828328713,2.1976964473724365
17278,306.8547058823529,fighting,7.675818919908456,11.16250705718994
17279,268.96294117647057,part,10.991695907488843,14.350682258605955
17280,239.14176470588234,of,0.5002170323209126,0.3234697580337524
17282,247.70294117647057,Though,7.857163854846693,12.520389556884766
17283,279.3947058823529,he,3.809363450857616,8.174403190612793
17284,309.79352941176467,knew,6.118388510522652,10.078786849975586
17285,273.94176470588235,no,10.684622716383826,10.070144653320312
17286,240.1770588235294,more,4.013697260002357,9.355283737182615
17287,235.97823529411767,about,5.649597676588082,10.660514831542969
17288,277.5670588235294,military,12.445794022208478,11.530766487121582
17289,269.0523529411765,science,6.891575585877628,14.033507347106934
17290,280.48117647058825,and,3.5737135710468952,5.156995296478272
17291,289.2758823529412,tactics,9.425721980997649,15.53029727935791
17292,282.47352941176473,than,10.603585520307838,9.601468086242676
17293,262.97058823529414,any,3.926206466954965,10.711379051208496
17294,272.68823529411765,other,3.004100589351576,9.78366470336914
17295,243.63647058823528,desk,12.670055058582223,17.992382049560547
17297,309.121875,he,10.41268184640677,9.4291353225708
17298,304.28882352941173,managed,7.340754001833649,10.405562400817873
17299,266.4182352941176,to,1.589511827849082,3.132185459136963
17300,260.1205882352941,get,5.566778890519741,8.330222129821777
17301,262.3058823529412,transferred,11.140106620993905,14.39421558380127
17302,260.0876470588235,to,1.3513903082951728,2.901090383529663
17303,262.7647058823529,the,1.874175499462157,2.5561888217926025
17304,258.67999999999995,combat,10.056935275577718,14.486898422241213
17306,242.89823529411768,The,3.120973059329459,5.230093955993652
17307,251.0623529411765,next,5.240520844909081,8.102509498596191
17308,254.51058823529414,thing,11.57851655696069,11.843646049499512
17309,258.7529411764706,he,4.299670868473185,8.247428894042969
17310,260.6223529411765,knew,6.118388510522652,10.169514656066896
17311,301.47117647058826,he,3.881117458775488,7.825575351715088
17312,270.3347058823529,was,1.906404629287456,2.734422206878662
17313,238.3205882352941,reporting,14.779325510181865,18.207090377807617
17314,256.54294117647055,for,5.867197042554095,5.95498514175415
17315,272.21705882352944,duty,9.001753907481968,14.567543983459473
17316,245.05235294117648,as,5.262329233917209,7.74700403213501
17317,285.53058823529415,commanding,8.651816429620844,19.6873722076416
17318,284.84999999999997,officer,2.967970120442923,13.66010284423828
17319,294.3882352941177,of,3.3624977246659427,4.2269721031188965
17322,276.6964705882353,7th,10.41268184640677,17.630474090576172
17324,302.80176470588236,in,10.41268184640677,4.687298774719238
17325,280.2752941176471,the,1.3154413828328713,1.9420102834701536
17326,256.69823529411764,middle,7.013998755243232,10.282158851623535
17327,265.49176470588236,of,2.023842612623539,2.810465097427368
17328,231.44058823529411,corps,15.760102552921785,16.2474308013916
17329,384.76529411764704,maneuvers,10.528864328377765,16.992891311645508
17330,304.7252941176471,in,5.150584687356227,4.973665714263916
17332,334.13352941176475,Outside,9.49353667450075,13.992871284484863
17333,304.68823529411765,of,3.419049841105258,4.30994987487793
17335,285.55999999999995,he,10.41268184640677,8.923317909240723
17337,286.88,have,10.41268184640677,8.62661361694336
17338,294.0323529411765,landed,8.397381118457195,11.349608421325684
17339,259.6205882352941,in,3.602828935464073,4.403504848480225
17340,243.45529411764704,a,3.0383119238710807,4.05967378616333
17343,327.71,First,9.305543537667488,11.53470516204834
17344,283.04352941176467,of,4.118557082034556,5.672119617462158
17346,259.47823529411767,no,10.41268184640677,11.996454238891602
17347,256.80823529411765,unit,12.08491579997222,13.54586696624756
17348,265.2658823529412,likes,10.959174942686024,18.152494430541992
17349,246.88647058823528,to,4.262904754062642,5.222321510314941
17350,285.6623529411765,have,4.2148922395810615,6.243680000305176
17351,272.7505882352941,a,2.696871319900922,4.454082012176514
17352,238.99,new,4.341583266697199,6.625946521759033
17353,267.8735294117647,CO,12.259513881438805,18.69364547729492
17354,370.92,brought,10.453889595415305,12.720587730407717
17355,376.86199999999997,in,3.0553977242488783,4.909338474273682
17356,291.4511764705882,from,8.486636962839459,12.6499662399292
17357,260.01882352941175,the,1.1546306840536642,2.0212411880493164
17359,351.46,especially,10.41268184640677,17.961816787719727
17360,273.5076470588235,when,4.457543589290595,9.242352485656738
17362,268.2735294117647,an,10.41268184640677,10.92863655090332
17363,322.88470588235293,armchair,8.917203183370841,18.03750991821289
17366,269.9958823529412,if,10.41268184640677,11.182147979736328
17367,257.10764705882355,there,4.553736647751318,9.1983642578125
17368,242.98470588235293,is,2.0847739796902856,5.647602558135986
17369,261.8264705882353,ever,8.852583819855997,11.18958854675293
17370,256.32176470588234,a,5.836801712934827,4.791224479675293
17371,250.52,perfect,7.806749489329359,11.251852989196776
17372,264.6276470588235,time,10.654408235508033,7.467648506164551
17373,252.22058823529412,to,3.329051550049979,4.533882141113281
17374,251.13941176470587,pull,8.483604174864123,12.519622802734377
17375,253.96470588235292,the,5.198442056004679,3.316007137298584
17377,266.92294117647054,out,10.41268184640677,10.684296607971191
17378,265.55411764705883,from,4.914054271948119,6.5684661865234375
17379,243.56705882352944,under,7.534502195343268,13.582823753356934
17382,262.55117647058825,on,10.41268184640677,6.51496696472168
17384,295.75470588235294,In,4.186636801678008,6.475118637084961
17386,328.49375,helping,10.41268184640677,17.253549575805664
17387,268.1170588235294,your,10.565634141976286,14.063013076782228
17388,257.2835294117647,CO,10.75958232070683,17.976306915283203
17389,258.761875,make,10.453889595415305,12.85705852508545
17390,311.88529411764705,a,2.471399745292628,5.12387752532959
17391,277.90588235294115,fool,9.538610816976346,15.160551071166992
17392,268.2982352941176,of,5.127245724332704,3.3589870929718018
17393,270.1652941176471,himself,8.669192730841802,12.501239776611328
17394,265.848125,might,11.33951211204528,12.9926176071167
17395,246.08705882352945,mean,11.005078733229755,14.104646682739258
17396,289.55823529411765,getting,10.66146227496313,14.83322525024414
17397,264.4117647058824,yourself,10.675422807892987,17.290924072265625
17399,272.3376470588235,But,7.476636339337408,11.202899932861328
17400,271.5247058823529,in,4.160875409235467,5.114177703857422
17402,269.9270588235294,with,10.41268184640677,7.080780506134033
17403,267.87470588235294,the,1.581113043448832,2.09053111076355
17404,256.39941176470586,top,6.021384995182438,8.539995193481445
17405,288.40000000000003,brass,11.53643689243115,17.6734561920166
17406,339.57529411764705,watching,10.46820459264593,16.094987869262695
17407,304.56235294117647,him,4.90389570564617,9.226632118225098
17408,282.99117647058824,all,5.913537704500344,10.401052474975586
17409,244.79117647058823,the,2.29126380085231,4.149171352386475
17413,330.3276470588235,Chandler,17.466347458622153,16.47734832763672
17414,328.0423529411765,understood,10.47387370275808,16.59383201599121
17415,311.2594117647059,this,10.544788654372462,9.134623527526855
17416,268.35764705882355,and,5.090349463816089,5.98699951171875
17417,312.4094117647059,expected,11.027207565241252,14.468083381652832
17418,328.7905882352941,the,3.84495509977929,3.721105337142944
17420,288.61,But,7.476636339337408,11.202899932861328
17421,241.35411764705884,his,10.964380666843804,6.849947929382324
17422,245.91176470588235,first,3.362893264278761,5.308083534240723
17423,248.60411764705884,few,5.898554945421947,9.862707138061523
17424,244.06176470588235,days,2.9593907677071285,10.749728202819824
17425,256.46294117647057,with,4.934884362137367,6.5099616050720215
17427,252.07705882352943,H,10.41268184640677,16.892349243164062
17428,275.76529411764704,were,5.970933436710627,7.5060133934021
17429,293.6276470588235,full,9.163081658299962,10.72743797302246
17430,307.99764705882353,of,2.9592165063901827,5.218591213226318
17432,339.74470588235295,beginning,10.41268184640677,14.723234176635742
17433,323.15588235294115,with,3.2853518420327026,5.960478782653809
17434,251.35,First,9.643008984273004,14.262921333312988
17435,283.6664705882353,Sergeant,5.81922631069816,16.654762268066406
17436,325.19588235294117,Robert,10.471043165047808,13.1719970703125
17438,280.46294117647057,Chandler,17.466347458622153,16.47734832763672
17439,263.0211764705882,had,10.47387370275808,7.8655242919921875
17440,270.84529411764703,expected,6.835921296707732,10.763361930847168
17441,259.36823529411765,a,6.23380871966071,4.671359539031982
17442,289.0105882352941,tough,8.847126147190014,13.045889854431152
17443,272.935,old,10.487907445104293,12.167972564697266
17445,254.69882352941178,with,10.41268184640677,6.576879978179932
17446,255.80411764705883,a,2.1579675225473984,4.202731132507324
17447,246.06411764705882,gravel,10.63060056488396,16.024076461791992
17449,285.80999999999995,Instead,8.169737651493795,13.237961769104004
17450,269.89882352941174,Sergeant,10.696004842041615,16.848562240600586
17451,267.42823529411766,Early,10.471043165047808,14.224541664123535
17452,299.2394117647059,was,11.070988262792044,7.760657787322998
17454,304.6529411764706,sharp,10.41268184640677,18.976173400878903
17455,252.03058823529415,and,5.919080145873265,4.398715019226074
17457,300.74470588235295,He,4.740288278894036,7.521772861480713
17458,264.9123529411765,had,3.420494967495189,4.523337364196777
17459,301.2835294117647,enlisted,8.906661726934832,14.877415657043455
17460,276.5794117647059,in,3.992280767337873,4.364245414733887
17461,254.7370588235294,the,1.3154413828328713,2.1333224773406982
17462,253.17235294117648,Army,7.879879449125118,11.467876434326172
17463,252.23176470588237,straight,11.305642959587018,16.096813201904297
17464,255.9294117647059,out,6.1359291468790405,9.586429595947266
17465,238.67470588235292,of,1.3081913581076086,2.7488605976104736
17466,233.9858823529412,high,7.165763152328895,10.524553298950195
17467,256.4517647058824,school,2.5829416805960066,12.051376342773438
17468,235.1058823529412,and,3.1192693232058395,4.371088981628418
17469,252.55,had,5.535858870056126,8.984951972961426
17470,273.73,immediately,8.906661726934832,10.865279197692873
17471,267.11117647058825,set,6.286772173945947,12.448442459106444
17472,248.58588235294118,about,5.459959164971812,9.222357749938965
17473,263.9729411764706,learning,12.445794022208478,14.699481010437012
17474,244.9558823529412,his,5.319947412941268,8.726621627807617
17475,244.19823529411764,new,5.433959250578852,8.285765647888184
17477,250.7364705882353,There,6.464230950890136,9.776484489440918
17478,258.58235294117645,was,2.7077121634077885,3.6385090351104736
17479,241.78764705882355,no,5.630754164603312,8.267743110656738
17480,253.01941176470586,weapon,12.08491579997222,15.885808944702148
17481,241.72411764705885,Early,10.575896167946674,18.13662338256836
17482,258.6,could,11.070988262792044,10.931382179260254
17483,311.8788235294118,not,2.0504705213488337,4.884459495544434
17484,300.1835294117647,take,6.340774198454168,8.274845123291016
17485,258.2405882352941,apart,11.457190743082128,14.230663299560549
17486,240.81411764705882,and,5.319947412941268,4.553228378295898
17489,313.81529411764706,He,4.740288278894036,7.521772861480713
17490,242.2005882352941,could,7.138917096249086,7.603249073028564
17491,275.16411764705884,lead,5.435899921579597,8.531057357788086
17492,318.1117647058823,a,3.9811457872771294,5.181702613830566
17493,251.98,patrol,8.847126147190014,13.794265747070312
17494,272.51882352941175,and,5.272591259887597,5.573634624481201
17495,303.39882352941174,he,5.360369847837196,6.96245813369751
17496,286.86117647058825,knew,6.118388510522652,10.10182762145996
17497,258.88941176470587,his,10.684622716383826,6.147906303405762
17498,274.05823529411765,paper,8.564683292675245,13.694894790649414
17501,274.08705882352945,he,10.41268184640677,8.879460334777832
17502,276.5711764705882,had,2.681182581659112,4.095403671264648
17503,250.34705882352938,taken,5.087753293620623,8.345973014831543
17504,262.7394117647059,full,11.196555810654193,13.232386589050291
17505,280.31,advantage,5.974897723723166,13.777911186218262
17506,259.08647058823533,of,2.17860318390643,3.793342351913452
17507,272.24882352941177,the,1.200893820446828,1.943697452545166
17509,321.7752941176471,correspondence,10.41268184640677,17.583045959472656
17511,268.5676470588235,He,4.740288278894036,7.521772861480713
17512,249.918125,not,8.230906844156703,10.17078685760498
17513,295.38352941176475,only,3.8028231062287854,8.121309280395508
17514,270.54352941176467,knew,12.513847744284732,14.740175247192385
17516,356.19529411764705,but,10.41268184640677,9.492486000061035
17518,356.82588235294116,history,10.41268184640677,11.6320161819458
17519,310.54764705882354,and,2.889998189306065,4.239350318908691
17520,329.80176470588236,literature,9.243733147547305,13.311427116394045
17521,290.6311764705883,as,4.7441511664388365,6.721826553344727
17523,303.87117647058824,But,7.476636339337408,11.202899932861328
17524,297.67823529411766,for,10.964380666843804,6.578130722045898
17525,275.6452941176471,all,5.423083631292177,8.456889152526855
17526,254.28176470588235,his,5.059853700022631,7.455673694610596
17529,431.93764705882353,Sergeant,10.41268184640677,16.974246978759766
17530,330.01352941176475,Early,10.471043165047808,14.01320743560791
17531,269.82176470588234,was,11.070988262792044,7.818479061126709
17532,277.31470588235294,right,8.562719409096998,12.028502464294434
17533,282.1464705882353,out,5.597301607263141,8.97278118133545
17534,251.36647058823533,of,1.3081913581076086,2.9188899993896484
17535,265.4864705882353,the,1.200893820446828,1.981898307800293
17538,297.7217647058824,He,4.740288278894036,7.521772861480713
17539,259.7017647058824,was,1.988934024206868,3.24565863609314
17540,281.16705882352943,filled,8.380730575646655,11.82981014251709
17541,270.6223529411765,with,2.272567843090894,5.255034923553467
17542,244.95941176470592,the,1.581113043448832,1.9808393716812127
17543,257.8376470588235,spirit,8.71443112007756,12.763874053955078
17544,259.3947058823529,of,2.7448873346502456,2.9571688175201416
17545,248.25235294117647,the,1.200893820446828,2.069397687911988
17546,274.46,Fighting,16.455530210112926,16.072532653808594
17548,259.9435294117647,That,7.552860071507691,11.28978157043457
17549,293.1941176470588,saved,10.998409707695338,14.900919914245604
17552,272.80764705882353,Sergeant,11.759237193873275,15.96654224395752
17553,268.87,Early,10.471043165047808,13.980056762695312
17554,247.3558823529412,let,11.070988262792044,15.290141105651855
17555,270.89882352941174,the,3.409466689171026,3.899641990661621
17556,240.2835294117647,new,5.910162455961182,8.308069229125977
17557,277.65470588235297,CO,12.259513881438805,18.79428482055664
17558,270.2470588235294,know,10.453889595415305,16.32036018371582
17559,259.97823529411767,just,10.900048658473551,11.60139274597168
17560,352.3629411764706,how,6.31649093215711,11.4927396774292
17561,266.25176470588235,lucky,6.697877309864761,17.341726303100586
17562,237.80352941176469,he,10.448105722036868,8.407097816467285
17563,239.70235294117649,was,1.906404629287456,3.368249654769897
17564,234.54647058823528,to,4.372006737792703,5.779844284057617
17565,256.5311764705882,be,2.96313875734296,4.412015914916992
17566,233.62529411764706,in,4.642026111944614,5.883266925811768
17567,233.3541176470588,the,1.3154413828328713,2.2867672443389893
17568,226.48,best,6.116986385291194,8.726814270019531
17569,271.85705882352937,troop,11.572881628123827,16.423002243041992
17570,237.46235294117648,in,5.913743811536503,4.915121555328369
17571,241.1070588235294,the,1.3154413828328713,1.902470707893372
17572,236.86411764705883,best,6.116986385291194,8.669750213623047
