,word,wlen,surp,mono_gaze_dur,mono_fix_pup_size,l2_gaze_dur,l2_fix_pup_size
678,village,7,10.226841926574709,288.6428571428572,1886.2621428571424,386.8888888888889,2496.958888888889
679,of,2,2.4314756393432617,196.0,2084.25,254.2,2468.8
680,Styles,6,17.57025718688965,236.0,1973.923076923077,319.44444444444446,2596.361111111112
681,Mary,4,11.468339920043944,201.54545454545453,1785.5454545454545,257.0,2644.214285714286
682,was,3,6.914379596710205,253.875,2220.5625,222.8571428571429,2405.285714285714
683,situated,8,11.844442367553713,265.07142857142856,1971.5657142857144,375.125,2531.16625
684,about,5,9.04487419128418,232.45454545454547,1957.9545454545453,279.25,2471.25
685,two,3,8.177994728088379,262.2,2057.1,164.2,2136.2
686,miles,5,11.292820930480955,262.45454545454544,1926.636363636364,232.4,2624.5
687,from,4,7.70781660079956,177.0,2037.142857142857,222.8333333333333,2393.9166666666665
688,the,3,1.9197194576263428,236.66666666666663,1845.4722222222224,200.25,2369.25
689,little,6,13.041463851928713,211.25,1574.125,218.42857142857144,2489.6671428571426
690,and,3,4.667965412139893,152.85714285714286,2371.428571428572,138.5,2672.625
691,Styles,6,16.76277732849121,237.07142857142856,1970.6671428571428,404.1111111111111,2439.611111111112
692,Court,5,13.92747402191162,188.30769230769232,2005.0384615384608,276.0,2423.9444444444443
693,lay,3,14.995420455932615,274.1111111111111,2057.111111111112,240.0,2572.2
694,a,1,5.4260029792785645,262.0,1621.0,224.5,2399.6666666666665
695,mile,4,12.109119415283203,230.6,1959.6,310.7142857142857,2586.6428571428573
696,the,3,6.106085777282715,206.1428571428572,1863.2857142857144,241.8571428571429,2223.285714285714
697,other,5,10.51225471496582,220.625,2065.3125,224.11111111111111,2390.777777777778
698,side,4,9.51505184173584,244.8333333333333,1795.5,226.66666666666663,2171.25
699,of,2,2.80813980102539,210.8,1677.4,222.625,2335.375
700,It,2,7.920713424682617,250.0,2168.9175,223.8,2156.3
701,was,3,2.0451443195343018,304.22222222222223,2004.5,355.2,2113.6
702,a,1,4.09343957901001,247.0,1555.638333333333,263.1428571428572,2443.5714285714284
703,warm,4,15.05384349822998,276.6666666666667,1853.3541666666667,200.22222222222223,2416.361111111112
704,day,3,8.867766380310059,277.09090909090907,2006.7272727272727,242.4,2320.5
705,in,2,4.385539531707764,242.6,2064.65,234.3333333333333,2692.0
706,early,5,10.104484558105469,191.3636363636364,2040.7881818181816,218.75,2576.32375
707,As,2,9.578880310058594,307.5,1785.5833333333333,206.0,2569.5
708,one,3,9.40110969543457,276.8888888888889,2092.0,345.0,2458.722222222222
709,looked,6,16.24529457092285,261.84615384615387,1852.1538461538464,313.6666666666667,2418.5922222222225
710,out,3,7.72423505783081,228.16666666666663,1868.3333333333333,230.3333333333333,2235.6666666666665
711,over,4,9.631590843200684,247.1818181818182,1786.7272727272727,327.75,2277.8125
712,the,3,1.5743143558502195,187.5,1683.0,281.875,2305.375
713,flat,4,14.101191520690918,223.3,1987.083,288.625,2223.0625
714,Essex,5,16.089570999145508,244.25,1852.1666666666667,336.375,2220.75
715,lying,5,16.56572723388672,214.9,1888.25,349.6666666666667,2180.833333333333
716,so,2,10.279314041137695,252.88888888888889,1945.2222222222224,251.75,2171.875
717,green,5,14.22509765625,280.25,1770.71875,171.16666666666666,2116.25
718,and,3,3.960782051086426,179.66666666666666,2040.0833333333333,266.3333333333333,2285.583333333333
719,peaceful,8,16.151126861572266,249.16666666666663,1982.7916666666667,233.3333333333333,2222.963333333333
720,under,5,9.602301597595217,248.5,1998.3830000000005,178.66666666666666,2216.583333333333
721,the,3,1.933530330657959,171.66666666666666,2164.833333333333,224.0,1822.0
722,afternoon,9,13.55592155456543,255.30769230769232,1841.640769230769,293.6666666666667,2162.981111111111
723,it,2,11.957871437072754,184.25,2100.5,242.5,2383.335
724,seemed,6,12.69718074798584,240.6153846153846,1820.0,308.5,2023.5
725,almost,6,12.005724906921388,209.9,1824.9,238.7142857142857,1904.142857142857
726,impossible,10,14.264937400817873,268.2307692307692,1686.8715384615386,335.875,1990.23
727,to,2,5.644988536834717,118.5,1561.0,132.0,2711.0
728,believe,7,11.933717727661133,330.53846153846155,1730.2815384615385,220.0,1998.111111111111
729,not,3,10.525635719299316,205.0,1868.1666666666667,220.44444444444449,2141.3700000000003
730,so,2,10.589957237243652,264.55555555555554,1943.3333333333333,267.0,1924.1666666666667
731,very,4,11.963868141174316,203.44444444444449,1933.611111111111,252.16666666666663,2115.75
732,far,3,13.850580215454102,175.6,2188.4,195.57142857142856,2287.285714285714
733,a,1,7.473994731903076,372.0,2004.0,285.0,3114.0
734,great,5,9.162667274475098,260.2,1918.567,263.77777777777777,2128.4444444444443
735,war,3,11.660552978515623,223.7142857142857,1927.357142857143,168.8,1987.5
736,was,3,6.3946685791015625,202.5555555555556,1741.7777777777778,242.8,2194.5
737,running,7,12.146584510803224,248.41666666666663,1693.9583333333333,297.8888888888889,2054.9444444444443
738,its,3,9.75050926208496,189.8571428571429,2171.714285714286,298.8,2069.0
739,appointed,9,17.39734649658203,359.0,1729.702142857143,350.55555555555554,1994.3333333333333
740,I,1,9.403525352478027,185.0,1479.0,149.33333333333334,1983.0
741,felt,4,15.27297306060791,192.66666666666663,1703.0833333333333,222.5,1953.1875
742,I,1,11.436098098754885,270.0,1036.0,370.0,1953.233333333333
743,had,3,8.410593032836914,256.61538461538464,1854.8076923076924,322.1111111111111,2033.611111111111
744,suddenly,8,13.553447723388672,170.64285714285714,1812.357142857143,210.125,2037.14625
745,strayed,7,20.425317764282227,239.28571428571428,1802.4642857142856,291.6666666666667,2098.481111111111
746,into,4,9.057729721069336,189.66666666666663,1809.6666666666667,242.0,2155.777777777778
747,another,7,9.930306434631348,249.78571428571428,1826.678571428572,317.1111111111111,2089.685555555556
748,As,2,9.578880310058594,123.5,2398.0,171.0,2108.0
749,we,2,12.300915718078612,288.8333333333333,1866.5283333333327,200.57142857142856,2051.285714285714
750,turned,6,13.42331886291504,251.75,1739.5416666666667,203.875,2063.3125
751,in,2,4.2659831047058105,220.7142857142857,1369.428571428571,440.5,1952.5
752,at,2,10.60513687133789,258.44444444444446,1757.0555555555557,199.3333333333333,1865.7216666666664
753,the,3,1.918992280960083,180.77777777777777,1712.111111111111,280.5,1919.5833333333333
754,lodge,5,14.682934761047363,242.72727272727272,1642.060909090909,267.125,1897.0
755,John,4,11.965911865234377,203.28571428571428,1983.25,214.0,2090.19
756,afraid,6,20.080984115600582,178.63636363636363,1822.5754545454547,246.42857142857144,2080.6428571428573
757,find,4,14.681718826293944,212.5,1700.5833333333333,289.1428571428572,1960.571428571429
758,it,2,7.160091876983643,209.3333333333333,1775.0,296.5,2257.0
759,very,4,12.797399520874023,209.75,1722.6875,239.28571428571428,2033.0
760,quiet,5,16.772062301635742,229.75,1726.625,240.77777777777777,2007.611111111111
761,down,4,9.915765762329102,247.4,1722.8,305.6,1957.0
762,dear,4,21.176803588867188,231.15384615384616,1583.2692307692307,253.42857142857144,2238.785714285714
763,just,4,12.32629108428955,225.125,1603.125,223.28571428571428,2153.3571428571427
764,what,4,11.027091979980469,287.2,1571.8,288.0,2228.647777777778
765,I,1,9.867419242858888,183.0,2018.3333333333333,169.2,2301.5
766,pleasant,8,23.81871032714844,217.4,2253.267,249.8571428571429,2558.952857142857
767,enough,6,14.632866859436035,201.53846153846155,2029.423076923077,315.42857142857144,2516.428571428572
768,if,2,10.429439544677734,210.0,2974.0,193.0,1820.0
769,you,3,11.526915550231934,212.0,1955.9444444444443,268.5,2548.333333333333
770,want,4,13.25181007385254,204.5,2131.9,239.8333333333333,2346.833333333333
771,to,2,3.426614761352539,258.2,2114.0,214.3333333333333,2171.0
772,lead,4,10.3771390914917,178.54545454545453,2081.5454545454545,207.42857142857144,2482.285714285714
773,the,3,3.577216625213623,290.44444444444446,1905.6666666666667,232.8333333333333,2178.833333333333
774,idle,4,17.299955368041992,213.0,2103.909090909091,307.1428571428572,2486.8571428571427
775,drill,5,17.758878707885742,298.22222222222223,2151.611111111112,334.3333333333333,2385.4444444444443
776,with,4,7.439454555511475,255.375,1625.0625,284.55555555555554,2400.9444444444443
777,the,3,1.8701460361480715,215.2,1878.0,260.0,2755.138333333334
778,volunteers,10,15.669721603393556,301.53846153846155,2114.027692307692,455.875,2541.9475
779,twice,5,13.851404190063477,244.28571428571428,1993.5,244.875,2350.4375
780,a,1,7.119150638580322,134.5,1741.0,215.5,2783.875
781,and,3,5.146896362304688,209.4,2411.7,272.5,2571.25
782,lend,4,19.614398956298828,221.6,1978.1,340.125,2468.28125
783,a,1,5.706831932067871,199.1428571428572,2244.0,123.5,2694.0
784,hand,4,11.644543647766112,275.45454545454544,1940.0454545454545,328.1111111111111,2479.805555555556
785,at,2,6.883999347686768,231.7142857142857,2082.6428571428573,550.0,1689.33
786,the,3,1.9208627939224243,180.77777777777777,2059.4444444444443,258.42857142857144,2222.5
787,My,2,11.654613494873049,278.0,2438.6666666666665,297.0,2871.0
788,wife,4,14.58543586730957,258.25,1954.6875,334.75,2408.5625
789,works,5,12.623470306396484,294.84615384615387,1924.890769230769,326.44444444444446,2400.741111111111
790,regularly,9,14.89881992340088,291.3636363636364,1864.9772727272727,303.0,2373.6144444444444
791,the,3,6.953783512115479,228.2,2079.15,298.5,2446.25
792,She,3,9.212735176086426,206.2,2300.4,228.4,2262.0
793,is,2,3.4908246994018555,219.0,2001.388888888889,230.1428571428572,2314.5714285714284
794,up,2,11.749652862548828,217.42857142857144,2046.071428571429,318.8333333333333,2555.3616666666667
795,at,2,6.059239387512207,168.66666666666666,2188.1666666666665,230.75,2361.875
796,five,4,10.5743408203125,250.11111111111111,1976.111111111111,234.5,2294.1875
797,every,5,13.091154098510742,209.0,1826.909090909091,294.875,2285.625
798,morning,7,14.024980545043944,193.5555555555556,1958.2222222222224,251.77777777777777,2247.222222222222
799,to,2,4.968277931213379,220.66666666666663,2365.5,203.3333333333333,2103.0
800,and,3,4.0912933349609375,169.85714285714286,2081.3571428571427,232.2,2149.334
801,keeps,5,15.586991310119627,241.9,1988.283,266.75,2066.125
802,at,2,6.615937232971191,239.75,1796.125,319.4,2193.6
803,it,2,9.16458225250244,193.75,2011.375,225.0,2159.7614285714285
804,steadily,8,13.739267349243164,211.8181818181818,1851.2272727272727,350.6666666666667,2157.768888888889
805,until,5,10.22816276550293,214.63636363636363,2064.818181818182,290.8888888888889,2136.0
806,a,1,7.601130485534668,189.66666666666663,2265.333333333333,204.0,1976.4
807,jolly,5,23.022998809814453,232.9090909090909,1999.2118181818184,282.5,2127.8125
808,good,4,12.399696350097656,208.625,1722.875,204.75,2094.25
809,life,4,9.66211223602295,217.3333333333333,1785.2222222222222,217.0,2029.357142857143
810,taking,6,14.528797149658203,303.3636363636364,1776.5154545454543,287.875,2042.375
811,it,2,7.383605480194092,235.6,1667.9,286.6666666666667,1784.0
812,all,3,8.88875675201416,240.625,1692.9375,285.4,2172.5
813,it,2,9.052330017089844,183.0,2209.8,436.57142857142856,1999.2857142857144
814,for,3,6.88502836227417,105.33333333333331,1657.3333333333333,152.0,2332.0
815,that,4,7.4279632568359375,213.0,2015.4885714285715,243.0,2133.214285714286
816,fellow,6,13.894735336303713,235.1818181818182,2081.0454545454545,190.88888888888889,2129.518888888889
817,Alfred,6,15.067688941955566,275.6363636363636,1919.590909090909,263.8888888888889,2135.027777777778
818,He,2,16.480005264282227,305.1666666666667,1630.0833333333333,313.0,2385.25
819,checked,7,22.10283088684082,247.15384615384616,1852.5384615384608,392.3333333333333,2100.5
820,the,3,3.6069893836975098,180.77777777777777,1559.3333333333333,244.0,1977.066
821,car,3,10.66176414489746,171.57142857142858,1866.428571428572,239.28571428571428,2066.285714285714
822,and,3,4.096880912780762,166.0,1711.25,177.0,2205.0
823,at,2,6.8143157958984375,117.0,1705.0,183.6,2063.2
824,his,3,6.256661891937256,224.4,1704.4,172.16666666666666,2208.0
825,wonder,6,16.992603302001953,188.0,1857.1875,346.1111111111111,1968.925555555556
826,if,2,11.272597312927246,262.875,2224.25,230.5,1921.25
827,time,4,12.53439712524414,264.9,1848.65,270.8,2002.7
828,to,2,5.164000511169434,155.42857142857142,1632.857142857143,199.0,1850.6
829,pick,4,12.460833549499512,196.5,1973.1,248.0,2079.832857142857
830,up,2,9.574593544006348,280.25,1251.5,194.6,1994.0
831,have,4,9.081624031066896,243.6,1475.8,185.125,2081.85375
832,started,7,10.579265594482422,341.15384615384613,1776.5807692307692,338.8888888888889,2047.0
833,from,4,5.927814960479736,175.8,1818.967,187.3333333333333,1862.9166666666667
834,the,3,1.920363187789917,237.66666666666663,1696.3333333333333,194.16666666666663,2042.75
835,hospital,8,11.93986988067627,182.28571428571428,1784.2142857142858,247.77777777777777,2031.8144444444447
836,by,2,7.072662830352783,245.5,1433.3325,201.0,1894.8
837,not,3,11.293119430541992,229.0909090909091,1999.2272727272727,185.5,2511.333333333333
838,your,4,13.664566040039062,196.0,2460.125,282.125,2387.375
839,Cynthia,7,18.23502540588379,248.0,2158.954545454545,374.3333333333333,2804.388333333334
840,is,2,6.483648300170898,166.14285714285714,1933.2857142857144,353.5,2892.0
841,a,1,2.343735218048096,170.0,1804.0,206.25,2189.875
842,of,2,4.050621032714844,201.0,1816.6,187.4,2291.0
843,my,2,12.011086463928224,130.0,1583.75,84.5,3518.5
844,the,3,6.621504783630371,222.7,1747.8,131.16666666666666,2674.083333333333
845,daughter,8,10.40749740600586,272.57142857142856,2155.3928571428573,303.55555555555554,2587.458888888889
846,of,2,2.589170217514038,220.25,2380.25,178.66666666666666,1893.6666666666667
847,an,2,7.149629592895508,199.5,2001.8333333333333,183.75,2504.8125
848,old,3,9.775880813598633,213.5555555555556,2158.907777777777,236.375,2474.7
849,of,2,3.2549967765808105,191.57142857142856,2297.714285714286,245.0,2177.0
850,who,3,8.512666702270508,181.0,2528.25,183.5,2043.5
851,married,7,8.05575180053711,265.1428571428572,2001.405,315.25,2314.1875
852,a,1,5.113712787628174,173.6,2183.8,249.0,3461.0
853,rascally,8,21.80826568603516,227.0833333333333,1969.1491666666668,481.6666666666667,2278.3888888888887
854,He,2,7.745289802551269,208.5,1693.45,194.11111111111111,2241.647777777778
855,came,4,8.436734199523926,228.72727272727272,1989.3181818181813,292.0,2234.685555555556
856,a,1,4.570994853973389,215.7142857142857,2164.928571428572,183.7142857142857,2191.69
857,and,3,4.783344268798828,199.625,2060.0625,216.0,2038.6
858,the,3,3.463867425918579,189.875,1905.8125,229.125,2271.70875
859,girl,4,14.216550827026367,236.9,1875.95,195.8571428571429,2185.5714285714284
860,was,3,6.572013854980469,296.6,2151.4,211.66666666666663,2033.3333333333333
861,left,4,9.225790977478027,187.16666666666663,2066.833333333333,214.57142857142856,2221.404285714286
862,an,2,7.770318984985352,289.625,2078.625,153.16666666666666,2253.1666666666665
863,orphan,6,18.128049850463867,217.91666666666663,1983.2083333333333,239.88888888888889,2224.241111111111
864,and,3,4.335460662841797,246.25,2356.125,184.0,2039.875
865,My,2,11.654613494873049,222.4,1841.2,296.5,2338.25
866,mother,6,13.651864051818848,295.9230769230769,1931.8015384615385,369.625,2197.6775
867,came,4,11.249649047851562,200.0,2008.147777777778,237.7142857142857,2537.6428571428573
868,to,2,3.570123672485352,166.6,1674.4,174.75,2165.125
869,the,3,2.219845533370972,254.25,1942.04125,284.6,2227.4
870,and,3,4.728186130523682,203.25,2173.75,357.2,2262.4
871,Cynthia,7,16.455530166625977,199.0,1836.6666666666667,400.75,2205.125
872,has,3,8.573576927185059,284.3333333333333,2040.5,227.8,2451.2
873,been,4,4.897905826568604,225.88888888888889,1933.388888888889,241.8571428571429,2375.8571428571427
874,with,4,8.771031379699707,248.0,1928.8333333333333,262.0,2208.10375
875,us,2,11.575246810913086,209.5,2245.75,258.5,2877.0
876,nearly,6,13.386079788208008,210.91666666666663,1992.0,235.88888888888889,2226.333333333333
877,two,3,9.239890098571776,292.3333333333333,1253.0,229.66666666666663,1878.9166666666667
878,years,5,7.148216724395752,230.66666666666663,1893.3333333333333,229.0,2342.214285714286
879,She,3,9.212735176086426,229.28571428571428,2013.857142857143,173.0,1876.75
880,works,5,11.127045631408691,215.92307692307693,1794.0,423.1111111111111,2205.758888888889
881,in,2,5.919322490692139,182.88888888888889,1804.7777777777776,179.4,1945.2
882,the,3,1.9947752952575684,165.85714285714286,1743.857142857143,283.5,2633.471666666667
883,Red,3,10.976826667785645,214.77777777777777,1810.6666666666667,302.5,1958.25
884,Cross,5,12.422736167907717,225.3636363636364,1897.8936363636365,251.0,2218.214285714286
885,Hospital,8,12.644933700561523,223.0833333333333,1982.9791666666667,179.55555555555554,2104.907777777777
886,at,2,8.510289192199707,249.6,1891.9,184.5,2193.0
887,seven,5,14.487100601196287,252.0,1892.475,242.0,2029.25
888,miles,5,11.254294395446776,216.16666666666663,1765.75,203.11111111111111,2067.0922222222225
889,As,2,17.22453498840332,207.5,1410.0,203.0,1698.6666666666667
890,he,2,7.520133972167969,202.11111111111111,1611.611111111111,218.0,1973.4
891,spoke,5,10.717223167419434,189.46153846153845,1675.5,246.66666666666663,2023.241111111111
892,the,3,3.2844884395599365,193.22222222222223,1377.8333333333333,206.0,1971.5
893,last,4,8.956696510314941,202.625,1707.8125,276.5,2110.5
894,we,2,14.184292793273926,202.0,1742.6666666666667,196.6,2020.6
895,drew,4,12.42853546142578,258.75,1792.625,234.44444444444449,2088.963333333333
896,up,2,7.345143795013428,195.22222222222223,1760.8333333333333,149.57142857142858,2014.7857142857144
897,in,2,3.413097620010376,147.8,2032.0,191.3333333333333,2159.5
898,front,5,11.368246078491213,237.44444444444449,1688.5555555555557,197.3333333333333,2034.5
899,of,2,3.674206256866455,148.0,1803.375,134.4,2101.1
900,the,3,1.9175148010253904,226.7142857142857,2058.3571428571427,272.6666666666667,2197.4166666666665
901,fine,4,14.06870937347412,212.9090909090909,1768.3790909090908,243.28571428571428,2070.667142857143
902,old,3,11.57700252532959,203.88888888888889,1957.2222222222224,212.5,2030.25
903,A,1,7.503453254699707,234.3333333333333,2108.6666666666665,147.0,1565.0
904,lady,4,14.447511672973633,217.27272727272728,1672.590909090909,305.125,2057.5
905,in,2,5.452117443084717,315.42857142857144,1723.6671428571428,211.5,1945.375
906,a,1,4.725113391876221,251.0,938.0,265.0,2020.6666666666667
907,stout,5,16.321279525756836,225.41666666666663,1776.2775,223.875,1954.14625
908,tweed,5,22.34444046020508,269.84615384615387,1723.7692307692307,354.77777777777777,1929.925555555556
909,who,3,8.21057415008545,308.22222222222223,1629.2222222222222,333.3333333333333,2040.6666666666667
910,was,3,2.846199989318848,226.75,2024.0,204.16666666666663,2065.1666666666665
911,bending,7,18.1795711517334,254.91666666666663,1766.7916666666667,349.0,2059.277777777778
912,over,4,9.517470359802246,168.11111111111111,1839.9444444444443,131.85714285714286,2062.0
913,a,1,4.271017074584961,202.25,2380.0,191.2,2002.6
914,flower,6,13.43154525756836,262.25,1837.1666666666667,231.88888888888889,2068.8700000000003
915,straightened,12,22.94376564025879,262.2857142857143,1793.4235714285714,451.0,2073.41625
916,herself,7,13.999157905578612,205.0,1969.8333333333333,251.375,1984.25
917,at,2,6.501034259796143,180.3333333333333,1831.25,249.25,1784.0
918,our,3,12.275010108947754,217.63636363636363,1760.8181818181818,166.2,2031.9
919,our,3,16.04998016357422,160.57142857142858,1789.2857142857142,182.0,1974.0833333333333
920,wounded,7,14.38623046875,300.375,1716.62875,246.5555555555556,2176.935555555556
921,Miss,4,16.663576126098633,219.5,1847.7358333333327,225.22222222222223,2407.9444444444443
922,Howard,6,13.27021026611328,177.14285714285714,2005.7085714285715,226.25,2609.3125
923,shook,5,19.48008918762207,197.8333333333333,2022.7916666666667,219.5,2516.0625
924,hands,5,14.662680625915527,230.28571428571428,2016.642857142857,200.375,2491.10375
925,with,4,6.5058112144470215,220.88888888888889,1714.388888888889,187.16666666666663,2297.75
926,a,1,4.3261494636535645,227.2,2165.8,182.4,2181.2
927,almost,6,13.36943244934082,217.92307692307693,2055.538461538461,280.875,2314.22875
928,I,1,9.403525352478027,220.3333333333333,2258.333333333333,153.0,2625.0
929,had,3,9.842000007629396,156.28571428571428,2009.428571428572,215.57142857142856,2457.5714285714284
930,an,2,6.4002203941345215,259.1111111111111,1703.7222222222222,216.16666666666663,2554.721666666667
931,impression,10,13.487821578979492,207.44444444444449,1769.2222222222222,253.0,2535.714285714286
932,of,2,3.178899049758911,316.25,2012.125,212.5,2381.5
933,very,4,12.442173957824709,196.53846153846155,2130.076923076923,292.75,2534.16625
934,blue,4,13.055583000183104,181.4,2119.817,200.7142857142857,2253.167142857143
935,eyes,4,16.284448623657227,167.44444444444446,2057.333333333333,223.25,2455.1875
936,in,2,4.539134502410889,202.28571428571428,2326.285714285714,237.25,1898.75
937,a,1,4.696821689605713,244.6,2024.4,244.0,2240.0
938,She,3,9.212735176086426,173.5,2137.6666666666665,112.0,1458.5
939,was,3,3.2854580879211426,228.7142857142857,1993.071428571429,216.375,2477.1875
940,a,1,4.07166862487793,177.0,1949.1666666666667,186.0,1655.0
941,woman,5,11.80388069152832,388.57142857142856,1691.357142857143,279.85714285714283,2105.928571428572
942,of,2,2.9591174125671387,216.1428571428572,1815.2857142857144,188.66666666666663,2396.6666666666665
943,about,5,10.839543342590332,233.875,1838.5625,257.875,2322.45875
944,with,4,6.3258891105651855,206.2,2020.75,176.0,2381.45875
945,a,1,4.325466632843018,140.66666666666666,2508.333333333333,243.8333333333333,2270.833333333333
946,deep,4,11.250995635986328,300.3636363636364,1870.5754545454547,252.8571428571429,2379.0
947,almost,6,14.811561584472656,274.9166666666667,1910.5416666666667,292.75,2212.375
948,manly,5,21.348512649536133,248.3333333333333,1973.9583333333333,285.0,2144.6875
949,in,2,4.423969268798828,229.2,2130.2,182.0,2125.75
950,its,3,7.714170932769775,206.7142857142857,1883.2857142857144,334.75,2096.0
951,and,3,4.177043914794922,211.8,2070.8,226.0,1845.5
952,had,3,8.506905555725098,183.22222222222223,1958.3333333333333,271.6666666666667,2158.13
953,a,1,3.9736642837524414,232.5,1766.75,193.4,1948.3
954,large,5,7.671103000640869,146.0,1989.357142857143,261.0,2382.375
955,sensible,8,24.04003524780273,340.2142857142857,1918.5,379.44444444444446,2128.3700000000003
956,square,6,12.252242088317873,272.46153846153845,1906.666923076923,281.1111111111111,2122.352222222222
957,with,4,6.495813846588135,252.3,1874.4,215.1428571428572,2031.4757142857145
958,feet,4,16.109329223632812,239.375,1859.875,218.16666666666663,2330.0416666666665
959,to,2,5.003291130065918,248.0909090909091,1819.136363636364,232.8333333333333,2135.9166666666665
960,last,4,15.146400451660156,232.07692307692307,1780.1538461538462,234.42857142857144,2279.167142857143
961,encased,7,18.00287437438965,238.7692307692308,1794.5961538461538,505.125,2123.46875
962,in,2,4.329983234405518,209.625,1765.875,227.3333333333333,2184.333333333333
963,good,4,12.866532325744627,226.22222222222223,1654.9444444444443,228.8571428571429,2042.142857142857
964,thick,5,15.043169975280762,175.9090909090909,1894.1972727272723,186.25,2030.5
965,Her,3,11.314482688903809,198.2,2201.25,183.8,2283.4
966,I,1,9.944737434387209,291.5,1311.0,168.0,2663.0
967,soon,4,13.276537895202637,342.44444444444446,2184.3144444444447,308.875,2089.4375
968,was,3,6.06313943862915,219.0,2114.75,139.0,2409.75
969,couched,7,20.61043930053711,260.0,1858.207142857143,361.22222222222223,2123.26
970,in,2,3.0571365356445312,170.33333333333334,1786.8333333333333,204.5,2361.3325
971,the,3,1.917872667312622,197.0,1851.0,220.8333333333333,2036.0833333333333
972,telegraphic,11,22.16383934020996,427.6428571428572,1803.047857142857,379.625,2064.41625
973,grow,4,17.46837615966797,225.88888888888889,2159.833333333333,193.88888888888889,2144.963333333333
974,like,4,10.89504337310791,239.23076923076923,2015.4746153846152,208.8571428571429,2051.0714285714284
975,house,5,12.31102466583252,279.46153846153845,2013.3076923076924,260.375,2091.02125
976,keep,4,16.438291549682617,259.1666666666667,1981.7358333333327,195.375,2011.78125
977,even,4,12.458779335021973,302.38461538461536,1712.3653846153843,254.1428571428572,2054.81
978,with,4,6.35013484954834,278.5833333333333,1852.2358333333327,202.625,1996.60375
979,Shall,5,17.852935791015625,239.2,1653.5,261.375,1951.60375
980,press,5,16.147241592407227,236.5,1741.7857142857142,250.0,1955.4811111111112
981,you,3,13.83478546142578,222.6153846153846,1701.4615384615386,251.25,1950.625
982,Better,6,14.977039337158203,285.3636363636364,1913.848181818182,301.22222222222223,1949.49
983,be,2,15.274088859558104,194.0,1945.7142857142856,247.25,2025.375
984,sure,4,18.25728416442871,201.54545454545453,1849.6818181818185,197.1428571428572,2329.5
985,I,1,10.077204704284668,170.8,2122.4,192.0,2123.0
986,shall,5,14.509782791137695,239.0833333333333,2032.25,247.875,2282.08375
987,be,2,8.70206356048584,194.66666666666663,1973.147777777778,169.0,2385.6666666666665
988,only,4,8.425821304321289,215.63636363636363,1955.5154545454543,302.0,2271.0
989,too,3,12.163653373718262,251.7142857142857,2083.0,177.75,2382.0625
990,delighted,9,19.81993103027344,259.0,2036.6892307692308,433.22222222222223,2437.031111111111
991,to,2,3.4463045597076416,204.8,1859.6,253.0,1302.0
992,make,4,7.71865177154541,230.75,2100.0,328.85714285714283,2245.904285714286
993,myself,6,16.01012420654297,206.1818181818182,1977.136363636364,272.0,2381.777777777778
994,I,1,10.11076831817627,138.33333333333334,2111.333333333333,55.0,1969.0
995,say,3,15.203514099121094,192.0909090909091,1935.6136363636365,250.1428571428572,2517.428571428572
996,Never,5,14.748714447021484,234.0,2206.875,151.42857142857142,2437.285714285714
997,Wish,4,16.84317398071289,218.3,2211.9,275.25,1972.75
998,you,3,15.706583976745604,229.3846153846154,2114.5,313.57142857142856,2249.428571428572
999,a,1,8.621026992797852,263.75,2283.9375,264.3333333333333,2635.6666666666665
1000,said,4,11.286247253417969,193.5,1744.5,268.0,2226.53125
1001,tea,3,16.74559211730957,203.66666666666663,2084.208333333333,267.0,2202.875
1002,or,2,8.725397109985352,210.75,1585.5,137.0,1867.0
1003,Too,3,14.68842315673828,276.5,1804.417,278.55555555555554,2172.8888888888887
1004,fine,4,17.07115936279297,238.0,1945.305833333333,320.44444444444446,2144.5488888888885
1005,a,1,6.686470985412598,231.25,2065.3125,154.25,1937.875
1006,day,3,10.013214111328123,189.8571428571429,1876.2857142857144,238.0,2235.41625
1007,to,2,5.417204856872559,212.66666666666663,1917.111111111111,349.0,2252.75
1008,be,2,5.089964866638184,145.5,1867.5,239.16666666666663,2511.9166666666665
1009,up,2,10.580276489257812,217.3333333333333,1995.1666666666667,201.6,2200.2
1010,in,2,3.792060375213623,198.66666666666663,2051.583333333333,190.0,2037.625
1011,the,3,1.918456435203552,150.8,2075.8,251.0,1950.375
1012,on,2,6.364324569702148,343.25,2155.25,177.8,1862.4
1013,done,4,15.392667770385742,218.11111111111111,1745.6666666666667,236.5,1942.75
1014,enough,6,13.7552490234375,236.11111111111111,1988.5188888888888,270.42857142857144,1978.071428571429
1015,gardening,9,21.01317977905273,327.35714285714283,1770.5121428571426,301.44444444444446,1923.7777777777776
1016,for,3,8.802694320678711,273.1666666666667,1959.625,179.5,1743.5
1017,labourer,8,20.10650634765625,328.75,1951.194166666667,334.3333333333333,2014.2033333333336
1018,is,2,6.94965410232544,173.71428571428572,2046.571428571429,266.0,1858.8333333333333
1019,worthy,6,13.73355770111084,235.66666666666663,1942.775,251.25,2012.9375
1020,of,2,4.873670101165772,218.16666666666663,1451.5,245.66666666666663,2043.223333333333
1021,his,3,6.257588863372803,256.125,2140.5625,266.375,2112.5625
1022,you,3,14.63962173461914,243.4,1438.6,301.75,1945.5
1023,Come,4,15.579557418823242,241.2,1426.4,225.3333333333333,2105.25
1024,and,3,4.947558879852295,226.7,1628.53,250.77777777777777,2049.13
