,word,wlen,surp,l1_gaze_dur,l1_fix_pup_size
434,mensen,6.0,11.364110946655272,244.6,2216.017
435,verlangde,9.0,21.19220733642578,202.0,2231.111111111112
436,dat,3.0,6.373909950256348,229.75,2241.125
437,ze,2.0,6.19365930557251,265.0,2472.0
438,zich,4.0,10.23898983001709,270.0,2201.66625
439,en,2.0,3.516401052474976,269.25,2318.75
440,in,2.0,5.4393486976623535,496.3333333333333,2086.0
441,dit,3.0,8.586122512817383,247.28571428571428,2179.38
442,geval,5.0,9.76375961303711,216.0,2190.777777777778
443,hield,5.0,18.98786354064941,214.75,2304.0
444,ze,2.0,9.207385063171388,205.6,1870.0
445,zeker,5.0,14.256869316101074,278.0,2221.6666666666665
446,de,2.0,6.5778679847717285,95.5,1760.0
447,touwtjes,8.0,19.555604934692383,285.8,2243.75
448,in,2.0,6.744081020355225,119.0,1588.5
449,de,2.0,8.636580467224121,159.5,2137.0
450,koorden,7.0,19.95940589904785,217.9,2134.5
451,van,3.0,9.270792007446287,252.0,2034.0
452,de,2.0,2.213142156600952,312.6,2161.4
453,John,4.0,11.859992027282717,270.0,2214.285714285714
454,zag,3.0,14.615171432495115,220.8571428571429,1879.2857142857144
455,mijn,4.0,13.167946815490724,202.5555555555556,2156.305555555556
456,over,4.0,8.363571166992188,269.7142857142857,2289.0714285714284
457,het,3.0,8.327140808105469,238.0,1922.4
458,nieuws,6.0,18.089040756225582,190.1428571428572,2162.4757142857143
459,van,3.0,6.523486137390137,218.2,1988.6
460,zijn,4.0,12.251919746398926,179.83333333333334,2116.278333333333
461,moeders,7.0,19.743104934692383,253.375,2002.675
462,huwelijk,8.0,15.163127899169922,194.9,2072.5
463,nogal,5.0,15.11399745941162,284.5,2168.1666666666665
464,En,2.0,9.869659423828123,177.75,1851.5
465,nog,3.0,10.22164535522461,286.1428571428572,2174.0
466,een,3.0,5.697136402130127,245.25,1711.6875
467,vent,4.0,23.64418029785156,212.875,2028.125
468,zei,3.0,15.77743434906006,218.0,2117.25
469,hij,3.0,13.22281551361084,220.5,2035.5833333333333
470,Je,2.0,12.79537868499756,182.75,2167.375
471,mag,3.0,12.985994338989258,373.1666666666667,1884.5833333333333
472,best,4.0,14.292154312133787,246.5555555555556,2079.277777777778
473,dat,3.0,8.363937377929688,236.6,1868.8
474,het,3.0,8.816084861755371,235.11111111111111,1949.5366666666669
