,word,sentid,sentpos,wlen,surp,entropy,entred
13096,letters,680,11,7,12.861882209777832,12.161373138427734,0.0
13097,were,680,12,4,7.251528263092041,8.336061477661133,3.8253116607666016
13098,<unk>,680,13,5,25.441030502319336,9.931501388549805,0.0
13099,<unk>,680,14,5,24.53594207763672,9.251389503479004,0.6801118850708008
13100,afraid,680,15,6,18.875986099243164,8.58339786529541,0.6679916381835938
13101,I,680,16,1,10.625399589538574,8.43626594543457,0.1471319198608398
13102,<unk>,680,17,5,23.87387466430664,9.685890197753906,0.0
13103,<unk>,680,18,5,24.11669158935547,9.499889373779297,0.1860008239746093
13104,I,681,0,1,9.403525352478027,13.10289478302002,0.0
13105,was,681,1,3,7.283739566802978,11.251465797424316,1.8514289855957031
13106,out,681,2,3,10.869543075561523,10.174524307250977,1.0769414901733398
13107,in,681,3,2,3.132378101348877,7.007317066192627,3.1672072410583496
13108,the,681,4,3,1.9201821088790891,10.298922538757324,0.0
13109,<unk>,681,5,5,23.46222496032715,13.124150276184082,0.0
13110,Perhaps,682,0,7,16.10141944885254,13.10289478302002,0.0
13111,Annie,682,1,5,18.68827438354492,11.057165145874023,2.045729637145996
13112,could,682,2,5,12.105669021606444,11.78366470336914,0.0
13113,tell,682,3,4,12.496804237365724,9.503372192382812,2.280292510986328
13114,<unk>,682,4,5,24.15385627746582,9.948356628417969,0.0
13115,though,682,5,6,13.383407592773438,9.153010368347168,0.7953462600708008
13116,<unk>,682,6,5,23.61522102355957,11.013927459716797,0.0
13117,a,682,7,1,7.5048136711120605,9.152395248413086,1.861532211303711
13118,careless,682,8,8,16.507354736328125,12.31894302368164,0.0
13119,<unk>,682,9,5,25.448484420776367,11.688838005065918,0.6301050186157227
13120,Never,683,0,5,14.748714447021484,13.10289478302002,0.0
13121,cleared,683,1,7,17.29981231689453,11.809207916259766,1.293686866760254
13122,the,683,2,3,3.301581621170044,8.548291206359863,3.2609167098999023
13123,<unk>,683,3,5,23.46546936035156,13.116392135620115,0.0
13124,away,683,4,4,12.737316131591797,11.782020568847656,1.334371566772461
13125,last,683,5,4,15.5640869140625,6.760829925537109,5.021190643310547
13126,<unk>,683,6,5,24.948854446411133,9.05981731414795,0.0
13127,<unk>,684,0,5,22.81322860717773,13.10289478302002,0.0
13128,what,684,1,4,12.992488861083984,10.164562225341797,2.9383325576782227
13129,happens,684,2,7,18.11353302001953,10.500869750976562,0.0
13130,when,684,3,4,8.875202178955078,8.560908317565918,1.9399614334106443
13131,<unk>,684,4,5,23.63689613342285,11.018168449401855,0.0
13132,not,684,5,3,10.542317390441896,9.34521770477295,1.6729507446289062
13133,here,684,6,4,13.317205429077148,10.858936309814451,0.0
13134,to,684,7,2,5.319571495056152,9.048501968383787,1.810434341430664
13135,look,684,8,4,11.253314971923828,9.937492370605469,0.0
13136,after,684,9,5,9.096821784973145,10.739631652832031,0.0
13137,<unk>,684,10,5,23.882408142089844,10.857647895812988,0.0
13138,<unk>,684,11,5,24.941558837890625,9.03192901611328,1.825718879699707
13139,lifted,684,12,6,17.200496673583984,8.69283390045166,0.3390951156616211
13140,his,684,13,3,6.608346462249756,8.204222679138184,0.4886112213134765
13141,<unk>,684,14,5,25.807897567749023,12.152372360229492,0.0
13142,<unk>,684,15,5,26.05038833618164,8.377361297607422,3.7750110626220703
13143,they,684,16,4,11.636817932128906,8.23094654083252,0.1464147567749023
13144,have,684,17,4,5.286884307861328,7.340531826019287,0.8904147148132324
13145,been,684,18,4,4.806046962738037,9.981629371643066,0.0
13146,<unk>,684,19,5,25.78929901123047,9.895411491394045,0.0862178802490234
13147,<unk>,684,20,5,25.37702178955078,7.989659309387207,1.905752182006836
13148,leave,684,21,5,14.767292022705078,8.221846580505371,0.0
13149,them,684,22,4,9.24868392944336,10.36196994781494,0.0
13150,a,684,23,1,7.807745933532715,8.115152359008789,2.2468175888061523
13151,little,684,24,6,9.98226547241211,12.307549476623535,0.0
13152,<unk>,684,25,5,25.50181579589844,11.658915519714355,0.6486339569091797
13153,I,684,26,1,11.085726737976074,8.742426872253418,2.916488647460937
13154,pray,684,27,4,19.24892807006836,8.797698020935059,0.0
13155,<unk>,684,28,5,23.967870712280277,10.809795379638672,0.0
13156,I,685,0,1,9.403525352478027,13.10289478302002,0.0
13157,should,685,1,6,14.424259185791016,11.251465797424316,1.8514289855957031
13158,like,685,2,4,8.379644393920898,12.37172031402588,0.0
13159,to,685,3,2,6.551436901092529,11.757643699645996,0.6140766143798828
13160,examine,685,4,7,13.50362777709961,10.63809585571289,1.1195478439331057
13161,<unk>,685,5,5,22.84757423400879,11.746907234191896,0.0
13162,<unk>,685,6,5,23.744722366333008,10.084325790405272,1.662581443786621
13163,<unk>,685,7,5,24.08495140075684,9.582371711730955,0.5019540786743164
13164,<unk>,685,8,5,24.132129669189453,9.54297924041748,0.0393924713134765
13165,<unk>,685,9,5,24.142112731933597,9.529817581176758,0.0131616592407226
13166,time,685,10,4,13.492091178894045,9.52128791809082,0.0085296630859375
13167,did,685,11,3,11.174601554870604,9.565892219543455,0.0
13168,you,685,12,3,11.482684135437012,9.013106346130373,0.5527858734130859
13169,go,685,13,2,12.97502326965332,10.92958164215088,0.0
13170,out,685,14,3,10.389342308044434,8.809189796447754,2.120391845703125
13171,last,685,15,4,15.235380172729492,8.704553604125977,0.1046361923217773
13172,<unk>,685,16,5,24.504838943481445,9.34294319152832,0.0
13173,<unk>,685,17,5,24.91178321838379,8.905064582824707,0.4378786087036133
13174,six,685,18,3,14.148683547973633,9.369467735290527,0.0
13175,<unk>,685,19,5,23.22469711303711,12.774957656860352,0.0
13176,<unk>,685,20,5,24.773653030395508,8.958718299865723,3.816239356994629
13177,<unk>,685,21,5,25.10211944580078,8.626213073730469,0.3325052261352539
13178,<unk>,685,22,5,24.409120559692383,9.202980041503906,0.0
13179,<unk>,685,23,5,24.186756134033203,9.41046142578125,0.0
13180,that,685,24,4,7.698976039886475,9.391854286193848,0.0186071395874023
13181,is,685,25,2,7.547552108764648,10.831748962402344,0.0
13182,all,685,26,3,10.76684856414795,8.140305519104004,2.69144344329834
13183,I,685,27,1,10.514423370361328,10.212509155273438,0.0
13184,have,685,28,4,8.556904792785645,9.28616714477539,0.9263420104980468
13185,to,685,29,2,5.943054676055908,9.916136741638184,0.0
13186,ask,685,30,3,11.553459167480469,10.155656814575195,0.0
13187,<unk>,685,31,5,23.964502334594727,10.817413330078123,0.0
13188,He,685,32,2,16.72316551208496,8.215490341186523,2.6019229888916016
13189,rose,685,33,4,11.333970069885254,7.74116325378418,0.4743270874023437
13190,and,685,34,3,5.923600196838379,8.458762168884277,0.0
13191,<unk>,685,35,5,24.245101928710938,11.874281883239746,0.0
13192,to,685,36,2,5.0855231285095215,8.480514526367188,3.3937673568725586
13193,the,685,37,3,2.244887351989746,9.958518981933594,0.0
13194,<unk>,685,38,5,23.461719512939453,13.124955177307127,0.0
13195,<unk>,685,39,5,24.72536849975586,9.329023361206056,3.795931816101074
13196,have,685,40,4,10.01641082763672,8.728218078613281,0.6008052825927734
13197,been,685,41,4,4.85609769821167,9.937432289123535,0.0
13198,admiring,685,42,8,21.919832229614254,9.893237113952637,0.0441951751708984
13199,these,685,43,5,10.63581657409668,10.81463623046875,0.0
13200,flower,685,44,6,15.215853691101074,10.828426361083984,0.0
13201,<unk>,685,45,5,23.98993492126465,10.738709449768066,0.0897169113159179
13202,How,686,0,3,11.932147979736328,13.10289478302002,0.0
13203,many,686,1,4,12.066211700439451,12.740132331848145,0.362762451171875
13204,gardeners,686,2,9,18.349143981933597,12.710858345031738,0.0292739868164062
13205,are,686,3,3,7.633138179779053,9.465876579284668,3.2449817657470703
13206,employed,686,4,8,11.07470703125,10.030377388000488,0.0
13207,<unk>,686,5,5,25.608030319213867,8.149154663085938,1.8812227249145508
13208,by,686,6,2,7.314764022827148,9.241052627563477,0.0
13209,the,686,7,3,1.9219284057617188,10.302638053894045,0.0
13210,<unk>,686,8,5,23.46381950378418,13.120878219604492,0.0
13211,<unk>,686,9,5,23.812543869018555,11.16127109527588,1.9596071243286133
13212,three,686,10,5,12.977802276611328,8.82709789276123,2.3341732025146484
13213,<unk>,686,11,5,23.45915412902832,12.559295654296877,0.0
13214,<unk>,686,12,5,26.47509002685547,7.84437370300293,4.714921951293945
13215,<unk>,687,0,5,22.81322860717773,13.10289478302002,0.0
13216,we,687,1,2,13.27849006652832,10.164562225341797,2.9383325576782227
13217,<unk>,687,2,5,26.212629318237305,8.731512069702148,1.4330501556396484
13218,before,687,3,6,10.842190742492676,10.952658653259276,0.0
13219,the,687,4,3,3.911819696426392,11.83044147491455,0.0
13220,<unk>,687,5,5,23.46788787841797,13.105472564697266,0.0
13221,when,687,6,4,9.968685150146484,10.0203218460083,3.085150718688965
13222,it,687,7,2,8.082883834838867,11.758138656616213,0.0
13223,was,687,8,3,3.640839099884033,9.75387191772461,2.0042667388916016
13224,kept,687,9,4,11.44443416595459,10.137313842773438,0.0
13225,as,687,10,2,5.19556999206543,8.341673851013184,1.795639991760254
13226,a,687,11,1,3.192513942718506,9.672877311706545,0.0
13227,<unk>,687,12,5,25.665477752685547,12.315378189086914,0.0
13228,place,687,13,5,11.077263832092283,10.750076293945312,1.5653018951416016
13229,should,687,14,6,11.899863243103027,5.974964618682861,4.775111675262451
13230,<unk>,687,15,5,26.09466552734375,9.226778984069824,0.0
13231,I,688,0,1,9.403525352478027,13.10289478302002,0.0
13232,wish,688,1,4,15.969271659851074,11.251465797424316,1.8514289855957031
13233,you,688,2,3,11.76242446899414,9.229080200195312,2.022385597229004
13234,could,688,3,5,11.488517761230469,10.0726900100708,0.0
13235,have,688,4,4,5.485043048858643,9.500499725341797,0.5721902847290039
13236,seen,688,5,4,8.951070785522461,9.948078155517578,0.0
13237,it,688,6,2,7.195982456207275,7.952361583709717,1.995716571807861
13238,<unk>,688,7,5,25.67567253112793,9.325684547424316,0.0
13239,<unk>,688,8,5,24.80890274047852,9.451896667480469,0.0
13240,A,689,0,1,7.503453254699707,13.10289478302002,0.0
13241,fair,689,1,4,14.460360527038574,12.155343055725098,0.947551727294922
13242,sight,689,2,5,16.656126022338867,11.158279418945312,0.9970636367797852
13243,it,689,3,2,10.78952693939209,8.902605056762695,2.255674362182617
13244,<unk>,689,4,5,25.26207733154297,9.567248344421388,0.0
13245,But,690,0,3,12.688441276550291,13.10289478302002,0.0
13246,now,690,1,3,13.694174766540527,12.698766708374023,0.4041280746459961
13247,<unk>,690,2,5,22.83839607238769,11.752306938171388,0.9464597702026368
13248,only,690,3,4,11.248858451843262,9.97307300567627,1.7792339324951172
13249,old,690,4,3,12.53607940673828,11.762673377990724,0.0
13250,<unk>,690,5,5,22.82201194763184,11.759199142456056,0.0034742355346679
13251,and,690,6,3,4.67517614364624,10.088567733764648,1.6706314086914062
13252,young,690,7,5,11.544747352600098,12.481568336486816,0.0
13253,<unk>,690,8,5,22.82366180419922,11.75429630279541,0.7272720336914062
13254,and,690,9,3,4.572112560272217,9.9297456741333,1.8245506286621092
13255,a,690,10,1,5.563816070556641,12.47243595123291,0.0
13256,<unk>,690,11,5,25.32084846496582,12.404632568359377,0.0678033828735351
13257,woman,690,12,5,11.876976013183594,10.929465293884276,1.4751672744750977
13258,gardener,690,13,8,18.46252822875977,8.368276596069336,2.5611886978149414
13259,in,690,14,2,4.495573997497559,7.770471096038818,0.5978055000305176
13260,breeches,690,15,8,22.19334983825684,10.295753479003906,0.0
13261,and,690,16,3,4.114800453186035,8.60380744934082,1.691946029663086
13262,<unk>,690,17,5,23.02897071838379,12.464916229248049,0.0
13263,<unk>,691,0,5,22.81322860717773,13.10289478302002,0.0
13264,these,691,1,5,12.400426864624023,10.164562225341797,2.9383325576782227
13265,are,691,2,3,9.8203125,12.256744384765623,0.0
13266,dreadful,691,3,8,20.50104713439941,9.988694190979004,2.268050193786621
13267,<unk>,691,4,5,23.959714889526367,10.734658241271973,0.0
13268,<unk>,691,5,5,25.182880401611328,8.765524864196777,1.9691333770751955
13269,good,691,6,4,16.18780517578125,8.780318260192871,0.0
13270,times,691,7,5,9.738395690917969,12.629222869873049,0.0
13271,will,691,8,4,10.33567714691162,8.270118713378906,4.359104156494141
13272,come,691,9,4,9.799724578857422,11.103805541992188,0.0
13273,<unk>,691,10,5,25.50334930419922,8.486347198486328,2.61745834350586
13274,<unk>,691,11,5,25.064531326293945,8.871509552001953,0.0
13275,At,692,0,2,9.997917175292969,13.10289478302002,0.0
13276,<unk>,692,1,5,24.04525184631348,9.745439529418944,3.357455253601074
13277,we,692,2,2,13.306589126586914,10.03101634979248,0.0
13278,hope,692,3,4,17.262548446655273,9.278348922729492,0.7526674270629883
13279,<unk>,692,4,5,25.14425468444824,8.52888298034668,0.7494659423828125
13280,<unk>,693,0,5,22.81322860717773,13.10289478302002,0.0
13281,will,693,1,4,10.780946731567385,10.164562225341797,2.9383325576782227
13282,you,693,2,3,11.078577041625977,11.440903663635254,0.0
13283,send,693,3,4,16.345478057861328,11.01390266418457,0.4270009994506836
13284,Annie,693,4,5,17.80335235595703,8.401581764221191,2.612320899963379
13285,to,693,5,2,5.511312961578369,10.763585090637209,0.0
13286,me,693,6,2,11.441448211669922,9.95732879638672,0.8062562942504883
13287,<unk>,693,7,5,25.1402587890625,9.095619201660156,0.8617095947265625
13288,<unk>,693,8,5,24.62559509277344,9.480185508728027,0.0
13289,<unk>,693,9,5,25.235143661499023,8.758352279663086,0.7218332290649414
13290,Thank,694,0,5,15.967531204223633,13.10289478302002,0.0
13291,<unk>,694,1,5,22.817947387695312,11.77441692352295,1.3284778594970703
13292,<unk>,694,2,5,23.72746086120605,9.99964714050293,1.7747697830200195
13293,<unk>,694,3,5,24.11203384399414,9.383729934692385,0.6159172058105469
13294,did,694,4,3,10.949310302734377,9.343637466430664,0.0400924682617187
13295,you,694,5,3,11.552748680114746,9.017793655395508,0.3258438110351562
13296,know,694,6,4,13.598969459533691,10.633537292480469,0.0
13297,that,694,7,4,5.569451808929443,8.48388671875,2.1496505737304688
13298,<unk>,694,8,5,23.916427612304688,10.835973739624023,0.0
13299,<unk>,694,9,5,24.97210121154785,9.105956077575684,1.7300176620483398
13300,took,694,10,4,10.930079460144045,8.785734176635742,0.3202219009399414
13301,sleeping,694,11,8,15.349194526672363,8.304997444152832,0.4807367324829101
13302,<unk>,694,12,5,25.677780151367188,7.987381935119629,0.3176155090332031
13303,I,694,13,1,10.47204875946045,8.67653751373291,0.0
13304,<unk>,694,14,5,24.07027816772461,9.424665451049805,0.0
13305,in,694,15,2,4.976800441741943,9.379511833190918,0.0451536178588867
13306,lively,694,16,6,18.892322540283203,10.303011894226074,0.0
13307,<unk>,694,17,5,25.1689453125,8.432421684265137,1.8705902099609373
13308,as,694,18,2,6.772085189819336,8.273443222045898,0.1589784622192382
13309,<unk>,694,19,5,24.31739997863769,9.593228340148926,0.0
13310,left,694,20,4,12.15473175048828,7.453802585601807,2.139425754547119
13311,the,694,21,3,3.62941837310791,10.821654319763184,0.0
13312,<unk>,694,22,5,23.462833404541016,13.12309741973877,0.0
13313,<unk>,694,23,5,24.56113052368164,9.82470703125,3.298390388488769
13314,about,694,24,5,10.817648887634276,9.095571517944336,0.7291355133056641
13315,the,694,25,3,1.8312517404556277,9.677885055541992,0.0
13316,lost,694,26,4,13.335494995117188,13.124876976013184,0.0
13317,key,694,27,3,13.007317543029783,10.444169998168944,2.6807069778442383
13318,and,694,28,3,5.044043064117432,10.62590789794922,0.0
13319,the,694,29,3,3.521429538726806,11.861233711242676,0.0
13320,<unk>,694,30,5,23.46211624145508,13.124996185302734,0.0
13321,<unk>,694,31,5,24.59678077697754,9.794401168823242,3.330595016479492
13322,thing,694,32,5,17.233665466308594,8.878222465515137,0.9161787033081056
13323,at,694,33,2,7.323549747467041,10.50395965576172,0.0
13324,a,694,34,1,4.696618556976318,10.31297492980957,0.1909847259521484
13325,<unk>,694,35,5,25.55628967285156,12.376529693603516,0.0
13326,As,695,0,2,9.578880310058594,13.10289478302002,0.0
13327,to,695,1,2,6.510356426239014,11.74891471862793,1.3539800643920898
13328,the,695,2,3,2.6109330654144287,9.464482307434082,2.284432411193848
13329,sleeping,695,3,8,16.026615142822266,13.116918563842772,0.0
13330,<unk>,695,4,5,23.687519073486328,11.219034194946287,1.8978843688964844
13331,I,695,5,1,10.75394058227539,9.563153266906738,1.6558809280395508
13332,knew,695,6,4,16.426586151123047,9.40341091156006,0.1597423553466797
13333,by,695,7,2,7.029669284820557,9.651300430297852,0.0
13334,<unk>,695,8,5,23.59554100036621,10.306073188781738,0.0
13335,He,695,9,2,15.506913185119627,9.147181510925291,1.158891677856445
13336,suddenly,695,10,8,12.804522514343262,7.968263626098633,1.1789178848266602
13337,produced,695,11,8,12.410560607910156,10.85399341583252,0.0
13338,a,695,12,1,4.8506693840026855,7.942063331604004,2.911930084228516
13339,small,695,13,5,7.759707450866699,12.30908489227295,0.0
13340,cardboard,695,14,9,19.83366584777832,11.71047019958496,0.5986146926879883
13341,<unk>,695,15,5,26.91710090637207,6.789214611053467,4.921255588531494
13342,such,695,16,4,10.041064262390137,9.394232749938965,0.0
13343,as,695,17,2,0.1864036917686462,1.0282156467437744,8.36601710319519
13344,chemists,695,18,8,22.118148803710938,9.574699401855469,0.0
13345,use,695,19,3,11.58686351776123,7.749528408050537,1.825170993804932
13346,for,695,20,3,6.820601463317871,10.58635139465332,0.0
13347,<unk>,695,21,5,24.6489200592041,9.66044807434082,0.9259033203125
13348,<unk>,695,22,5,25.136838912963867,8.63731575012207,1.02313232421875
13349,did,695,23,3,10.968915939331056,8.122278213500977,0.5150375366210938
13350,you,695,24,3,11.458768844604492,8.873213768005371,0.0
13351,find,695,25,4,13.19961166381836,10.11490535736084,0.0
13352,<unk>,695,26,5,25.88157081604004,7.652422428131103,2.4624829292297363
13353,<unk>,695,27,5,25.28567314147949,8.22905445098877,0.0
13354,the,695,28,3,6.775858879089356,8.402469635009766,0.0
13355,<unk>,695,29,5,23.461523056030277,13.124591827392578,0.0
13356,<unk>,695,30,5,24.52498435974121,9.931934356689451,3.192657470703125
13357,in,695,31,2,4.871094226837158,8.948339462280273,0.9835948944091796
13358,<unk>,695,32,5,23.597675323486328,10.293975830078123,0.0
13359,<unk>,695,33,5,24.79328346252441,8.560856819152832,1.733119010925293
13360,<unk>,695,34,5,25.42545318603516,8.03296947479248,0.5278873443603516
13361,It,696,0,2,7.920713424682617,13.10289478302002,0.0
13362,was,696,1,3,2.0451443195343018,5.129651069641113,7.973243713378906
13363,Number,696,2,6,15.522405624389648,10.210125923156738,0.0
13364,Six,696,3,3,14.739937782287598,10.033714294433594,0.1764116287231445
13365,of,696,4,2,5.389926433563232,10.366572380065918,0.0
13366,my,696,5,2,12.00043487548828,10.339836120605469,0.0267362594604492
13367,<unk>,696,6,5,23.230318069458008,12.750550270080566,0.0
13368,<unk>,696,7,5,23.998369216918945,9.350666999816896,3.399883270263672
13369,I,696,8,1,10.199987411499023,9.343807220458984,0.0068597793579101
13370,<unk>,696,9,5,24.27188873291016,9.118789672851562,0.2250175476074218
13371,as,696,10,2,7.49747896194458,9.491731643676758,0.0
13372,the,696,11,3,2.6770215034484863,10.338769912719728,0.0
13373,last,696,12,4,8.943289756774902,13.118938446044922,0.0
13374,powder,696,13,6,15.14197826385498,12.058782577514648,1.0601558685302734
13375,was,696,14,3,5.720561504364014,7.925325870513916,4.133456707000732
13376,taken,696,15,5,9.497032165527344,10.139734268188477,0.0
13377,two,696,16,3,9.968497276306152,7.175805568695068,2.963928699493408
13378,days,696,17,4,9.48526668548584,11.892136573791504,0.0
13379,<unk>,696,18,5,26.050899505615234,6.816625118255615,5.075511455535889
13380,it,696,19,2,9.784682273864746,8.026256561279297,0.0
13381,is,696,20,2,4.308842182159424,9.49245548248291,0.0
13382,not,696,21,3,5.474025249481201,8.26368522644043,1.2287702560424805
13383,of,696,22,2,6.5900044441223145,9.846729278564451,0.0
13384,much,696,23,4,10.149357795715332,7.086684226989746,2.760045051574707
13385,<unk>,696,24,5,23.96249389648437,10.82026481628418,0.0
13386,<unk>,696,25,5,24.568750381469727,9.311678886413574,1.5085859298706057
13387,<unk>,696,26,5,25.657564163208008,7.797656059265137,1.5140228271484375
13388,but,696,27,3,9.48296356201172,7.932166576385498,0.0
13389,do,696,28,2,12.010025024414062,10.772003173828123,0.0
13390,you,696,29,3,11.402562141418455,10.784506797790527,0.0
13391,notice,696,30,6,15.835457801818848,8.33738899230957,2.447117805480957
13392,anything,696,31,8,15.818659782409668,8.870153427124023,0.0
13393,that,696,32,4,7.072683334350586,10.539190292358398,0.0
13394,strikes,696,33,7,15.46938705444336,10.805331230163574,0.0
13395,you,696,34,3,13.622875213623049,7.709912300109863,3.095418930053711
13396,as,696,35,2,6.697359561920166,7.806149005889893,0.0
13397,peculiar,696,36,8,19.2377872467041,9.584877014160156,0.0
13398,about,696,37,5,10.128113746643066,10.822054862976074,0.0
13399,this,696,38,4,7.578835964202881,9.590166091918944,1.231888771057129
13400,<unk>,696,39,5,25.45799827575684,11.84860610961914,0.0
13401,I,696,40,1,11.520686149597168,8.048473358154297,3.800132751464844
13402,examined,696,41,8,16.37767791748047,8.786388397216797,0.0
13403,it,696,42,2,7.132018566131592,8.086191177368164,0.7001972198486328
13404,<unk>,696,43,5,25.645612716674805,9.434219360351562,0.0
13405,<unk>,696,44,5,23.99591636657715,10.728731155395508,0.0
13406,I,696,45,1,10.48863697052002,8.546501159667969,2.182229995727539
13407,<unk>,696,46,5,25.21908187866211,8.523621559143066,0.0228796005249023
13408,say,696,47,3,14.108985900878906,9.077146530151367,0.0
13409,that,696,48,4,6.859649181365967,8.27245807647705,0.8046884536743164
13410,I,696,49,1,9.950708389282228,10.808793067932127,0.0
13411,<unk>,696,50,5,25.01906013488769,9.01682472229004,1.7919683456420898
13412,<unk>,696,51,5,25.01002311706543,9.107322692871094,0.0
13413,at,696,52,2,6.857358932495117,8.5354642868042,0.5718584060668945
13414,the,696,53,3,1.917762279510498,10.292998313903809,0.0
13415,<unk>,696,54,5,23.46196746826172,13.122726440429688,0.0
13416,I,696,55,1,10.666635513305664,9.883292198181152,3.239434242248535
13417,read,696,56,4,15.213376998901367,9.213897705078123,0.6693944931030273
13418,the,696,57,3,3.761669635772705,8.164722442626953,1.049175262451172
13419,label,696,58,5,12.864900588989258,13.12276840209961,0.0
13420,<unk>,696,59,5,26.486968994140625,7.226113796234131,5.896654605865479
13421,<unk>,696,60,5,26.452266693115234,7.898237228393555,0.0
13422,powder,696,61,6,18.01939582824707,8.865494728088379,0.0
13423,to,696,62,2,5.066433906555176,7.240227222442627,1.625267505645752
13424,be,696,63,2,4.759050369262695,9.950946807861328,0.0
13425,taken,696,64,5,8.807453155517578,9.878944396972656,0.0720024108886718
13426,at,696,65,2,5.6393723487854,6.466688632965088,3.4122557640075684
13427,<unk>,696,66,5,23.59537124633789,10.306845664978027,0.0
13428,if,696,67,2,11.6708345413208,7.457822799682617,2.84902286529541
13429,<unk>,696,68,5,24.06549072265625,10.48068904876709,0.0
13430,<unk>,697,0,5,22.81322860717773,13.10289478302002,0.0
13431,<unk>,697,1,5,23.697725296020508,10.164562225341797,2.9383325576782227
13432,<unk>,697,2,5,24.106426239013672,9.402241706848145,0.7623205184936523
13433,I,697,3,1,9.986884117126465,9.353899002075195,0.0483427047729492
13434,see,697,4,3,13.973609924316406,9.513458251953123,0.0
13435,nothing,697,5,7,14.67651081085205,11.662846565246582,0.0
13436,<unk>,697,6,5,24.230758666992188,9.187029838562012,2.4758167266845703
13437,<unk>,697,7,5,24.357940673828125,9.198590278625488,0.0
13438,the,697,8,3,6.742709159851074,9.441264152526855,0.0
13439,fact,697,9,4,11.272469520568848,13.116537094116213,0.0
13440,that,697,10,4,7.308691024780273,8.180275917053223,4.936261177062988
13441,there,697,11,5,9.967097282409668,10.946270942687988,0.0
13442,is,697,12,2,3.810105085372925,8.180033683776855,2.766237258911133
13443,no,697,13,2,7.218666076660156,8.242973327636719,0.0
13444,<unk>,697,14,5,24.07497978210449,10.396730422973633,0.0
13445,<unk>,697,15,5,24.98062896728516,9.089539527893066,1.3071908950805664
13446,<unk>,697,16,5,25.49961471557617,8.208733558654785,0.8808059692382812
13447,I,697,17,1,10.41424560546875,8.494039535522461,0.0
13448,<unk>,697,18,5,24.18013000488281,9.35061264038086,0.0
13449,<unk>,697,19,5,24.00465583801269,9.678455352783203,0.0
13450,be,697,20,2,12.731924057006836,9.315457344055176,0.3629980087280273
13451,<unk>,697,21,5,25.79397964477539,9.927480697631836,0.0
13452,that,697,22,4,6.872259616851807,8.030041694641113,1.8974390029907229
13453,is,697,23,2,7.563707828521728,10.811004638671877,0.0
13454,<unk>,697,24,5,26.88084983825684,8.245804786682129,2.565199851989746
13455,<unk>,697,25,5,25.299028396606445,8.171632766723633,0.0741720199584961
13456,you,697,26,3,13.215887069702148,8.451817512512207,0.0
13457,ever,697,27,4,13.108111381530762,8.343096733093262,0.1087207794189453
13458,known,697,28,5,10.793965339660645,9.85320281982422,0.0
13459,a,697,29,1,4.996553421020508,7.723690032958984,2.1295127868652344
13460,chemist,697,30,7,16.463409423828125,12.306642532348633,0.0
13461,to,697,31,2,5.076671600341797,7.175302505493164,5.131340026855469
13462,send,697,32,4,10.896875381469728,9.917413711547852,0.0
13463,out,697,33,3,7.5912275314331055,8.472681045532227,1.444732666015625
13464,a,697,34,1,7.29603910446167,6.239165782928467,2.23351526260376
13465,box,697,35,3,11.60351276397705,12.308697700500488,0.0
13466,like,697,36,4,11.603636741638184,9.314261436462402,2.994436264038086
13467,<unk>,697,37,5,23.964998245239254,10.81645679473877,0.0
13468,without,697,38,7,11.131743431091309,8.59798812866211,2.21846866607666
13469,his,697,39,3,7.377073287963867,10.812569618225098,0.0
13470,printed,697,40,7,15.368637084960938,12.161581039428713,0.0
13471,<unk>,697,41,5,24.865039825439453,8.871081352233887,3.290499687194824
13472,<unk>,697,42,5,25.04553985595703,9.080194473266602,0.0
13473,I,697,43,1,11.002212524414062,9.016522407531738,0.0636720657348632
13474,<unk>,697,44,5,24.372358322143555,9.205984115600586,0.0
13475,say,697,45,3,15.205631256103516,9.705707550048828,0.0
13476,that,697,46,4,6.791501522064209,8.480514526367188,1.2251930236816406
13477,I,697,47,1,9.94717025756836,10.812174797058104,0.0
13478,<unk>,697,48,5,25.00006675720215,9.077367782592772,1.734807014465332
13479,I,697,49,1,10.15281867980957,9.131301879882812,0.0
13480,was,697,50,3,6.511818885803223,9.059264183044434,0.0720376968383789
13481,becoming,697,51,8,12.205660820007324,10.137686729431152,0.0
13482,quite,697,52,5,14.04997444152832,8.4562406539917,1.6814460754394531
13483,<unk>,697,53,5,23.96481704711914,10.817099571228027,0.0
13484,but,697,54,3,9.275809288024902,8.311100959777832,2.5059986114501958
13485,<unk>,697,55,5,23.97346305847168,10.79053020477295,0.0
13486,<unk>,697,56,5,25.1909236907959,8.495599746704102,2.294930458068848
13487,my,697,57,2,15.56928825378418,8.282247543334961,0.2133522033691406
13488,ardour,697,58,6,20.39496421813965,12.030742645263672,0.0
13489,by,697,59,2,6.9094438552856445,7.597165584564209,4.433577060699463
13490,<unk>,697,60,5,23.596895217895508,10.298322677612305,0.0
13491,<unk>,697,61,5,25.20087432861328,8.467769622802734,1.8305530548095703
13492,the,697,62,3,6.958994388580322,8.19257926940918,0.2751903533935547
13493,explanation,697,63,11,14.490589141845703,13.121453285217283,0.0
13494,is,697,64,2,6.919370651245117,7.386038303375244,5.735414981842041
13495,quite,697,65,5,10.34593391418457,8.27518081665039,0.0
13496,<unk>,697,66,5,25.749244689941406,7.948155403137207,0.3270254135131836
13497,do,697,67,2,11.736849784851074,7.846234321594238,0.1019210815429687
13498,not,697,68,3,8.68288516998291,10.708043098449709,0.0
